alpha,gamma,graph type,entropy
0.01,0.75,remote,2.1478076377132282
0.01,0.75,remote,2.271993816871486
0.01,0.75,remote,2.240618834849097
0.01,0.75,remote,2.1025106825658755
0.01,0.75,remote,2.1900752415351232
0.01,0.75,remote,2.182518714477002
0.01,0.75,remote,2.291950316163514
0.01,0.75,remote,2.2165433012971736
0.01,0.75,remote,2.128799376495837
0.01,0.75,remote,2.27402210234687
0.01,0.75,remote,2.243823110668396
0.01,0.75,remote,2.1700411820598684
0.01,0.75,remote,2.2427219056568584
0.01,0.75,remote,2.2133161091190017
0.01,0.75,remote,2.2622588526175313
0.01,0.75,remote,2.2481420049277703
0.01,0.75,remote,2.1750274904156064
0.01,0.75,remote,2.2649496306565133
0.01,0.75,remote,2.1859415958228983
0.01,0.75,remote,2.137139885544704
0.01,0.75,remote,2.2416728797391348
0.01,0.75,remote,2.3541875112387762
0.01,0.75,remote,2.2197055868389794
0.01,0.99,remote,2.2497180056484303
0.01,0.99,remote,2.1757958054935966
0.01,0.99,remote,2.2664132917271647
0.01,0.99,remote,2.151318279052299
0.01,0.99,remote,2.2539873550824354
0.01,0.99,remote,2.1929848371780967
0.01,0.99,remote,2.366139679188528
0.01,0.99,remote,2.226196963268574
0.01,0.99,remote,2.230454001403223
0.01,0.99,remote,2.244327636980551
0.01,0.99,remote,2.068091080071054
0.01,0.99,remote,2.2700991791886875
0.01,0.99,remote,2.195933422290052
0.01,0.99,remote,2.194661100767125
0.01,0.99,remote,2.29078044730792
0.01,0.99,remote,2.0999247771685168
0.01,0.99,remote,2.1342736769878696
0.01,0.99,remote,2.281964492999861
0.01,0.99,remote,2.1569820706060105
0.01,0.99,remote,2.3466438624631585
0.01,0.99,remote,2.2654613461361137
0.01,0.99,remote,2.1457337619660124
0.01,0.99,remote,2.264871248746207
0.01,0.99,remote,2.272838064144374
0.01,0.99,remote,2.2012322171439207
0.01,0.99,remote,2.2162100156977482
0.01,0.99,remote,2.2022837265163115
0.01,0.99,remote,2.3340729144323205
0.01,0.99,remote,2.3019080286048297
0.01,0.99,remote,2.279236842749583
0.01,0.99,remote,2.16917387563598
0.01,0.99,remote,2.2397736322484985
0.01,0.99,remote,2.275342756770064
0.01,0.99,remote,2.194129215984571
0.01,0.99,remote,2.1049829619109888
0.01,0.99,remote,2.3048167198956526
0.01,0.99,remote,2.244769838736422
0.01,0.99,remote,2.1535708665959987
0.01,0.99,remote,2.3006940164175393
0.01,0.99,remote,2.188725274527875
0.01,0.99,remote,2.3100014725300646
0.01,0.99,remote,2.1758671870545463
0.01,0.99,remote,2.260805004766616
0.01,0.99,remote,2.3489274572809093
0.01,0.99,remote,2.1953762820830156
0.01,0.99,remote,2.1191184374457057
0.01,0.99,remote,2.2733489702065084
0.01,0.99,remote,2.17173378819852
0.01,0.99,remote,2.1557373653038057
0.01,0.99,remote,2.2257367032997575
0.01,0.99,remote,2.2326211611708975
0.01,0.99,remote,2.1392413289305625
0.01,0.99,remote,2.19991801827226
0.01,0.99,remote,2.252385414193256
0.01,0.99,remote,2.148264090475623
0.01,0.99,remote,2.203713357952198
0.01,0.99,remote,2.2609944171392042
0.01,0.99,remote,2.193259541000245
0.01,0.99,remote,2.2068753814413604
0.01,0.99,remote,2.1923286063792222
0.01,0.99,remote,2.181233202597415
0.01,0.99,remote,2.2527836029537682
0.01,0.99,remote,2.244044301314385
0.01,0.99,remote,2.272416893509338
0.01,0.99,remote,2.2072315627599743
0.01,0.99,remote,2.2560080724279246
0.01,0.99,remote,2.199081600663727
0.01,0.99,remote,2.1099804557711996
0.01,0.99,remote,2.194750430601065
0.01,0.99,remote,2.2680632340210742
0.01,0.99,remote,2.163557495161818
0.01,0.99,remote,2.223131672841777
0.01,0.99,remote,2.0938771730633783
0.01,0.99,remote,2.304592833485799
0.01,0.99,remote,2.1911198900251447
0.01,0.99,remote,2.2227486889611856
0.01,0.99,remote,2.112949713293443
0.01,0.99,remote,2.3004469969737906
0.01,0.99,remote,2.150793840234897
0.01,0.99,remote,2.1382820726725233
0.01,0.99,remote,2.336587276473591
0.01,0.99,remote,2.4033281589284967
0.01,0.99,remote,2.269753092159199
0.01,0.99,remote,2.1457468781295104
0.01,0.99,remote,2.2312914740833683
0.01,0.99,remote,2.221725762119707
0.01,0.99,remote,2.2643332726173693
0.01,0.99,remote,2.215611859448544
0.01,0.99,remote,2.1618533587263387
0.01,0.99,remote,2.2157295716232652
0.01,0.99,remote,2.132448444790171
0.01,0.99,remote,2.2677797397350146
0.01,0.99,remote,2.2642250288784984
0.01,0.99,remote,2.225515297286932
0.01,0.99,remote,2.16681132384974
0.01,0.99,remote,2.3043645745225483
0.01,0.99,remote,2.134893541168211
0.01,0.99,remote,2.1964863834633834
0.01,0.99,remote,2.226634984548189
0.01,0.99,remote,2.1683986102249024
0.01,0.99,remote,2.2093934137032467
0.01,0.99,remote,2.2361988676572624
0.01,0.99,remote,2.268493065834816
0.01,0.99,remote,2.220270790089888
0.01,0.99,remote,2.26351483760969
0.01,0.99,remote,2.1871522940357426
0.01,0.99,remote,2.3600856209694916
0.01,0.99,remote,2.2487663555772204
0.01,0.99,remote,2.2847855148257024
0.01,0.99,remote,2.220189001234818
0.01,0.99,remote,2.0768854840640163
0.01,0.99,remote,2.2156020468179696
0.01,0.99,remote,2.2114611456569992
0.01,0.99,remote,2.1783470983061255
0.01,0.99,remote,2.2897631777111926
0.01,0.99,remote,2.1568470021140804
0.01,0.99,remote,2.1183501065194843
0.01,0.99,remote,2.1203238935808413
0.01,0.99,remote,2.3153814826166994
0.01,0.99,remote,2.359028649410828
0.01,0.99,remote,2.1456829156440222
0.01,0.99,remote,2.2160707885118534
0.01,0.99,remote,2.2414684917424914
0.01,0.99,remote,2.303923572321894
0.01,0.99,remote,2.1759878247097864
0.01,0.99,remote,2.224514542099018
0.01,0.99,remote,2.2667222484988248
0.01,0.99,remote,2.260902405644206
0.01,0.99,remote,2.318813249208836
0.01,0.99,remote,2.276149081129512
0.01,0.99,remote,2.267336776055937
0.01,0.99,remote,2.275785399007153
0.01,0.99,remote,2.240376345078773
0.01,0.99,remote,2.252200108335509
0.01,0.99,remote,2.14500665641083
0.01,0.99,remote,2.306603290179702
0.01,0.99,remote,2.3135492552581267
0.01,0.99,remote,2.238335864139283
0.01,0.99,remote,2.2250248023545205
0.01,0.99,remote,2.18130882450202
0.01,0.99,remote,2.2016999823473
0.01,0.99,remote,2.2053040808537583
0.01,0.99,remote,2.343356433074599
0.01,0.99,remote,2.281148392372658
0.01,0.99,remote,2.1765557473983344
0.01,0.99,remote,2.1829872523295615
0.01,0.99,remote,2.2541126734116266
0.01,0.99,remote,2.267513558774442
0.01,0.99,remote,2.154830459145734
0.01,0.99,remote,2.220910641416408
0.01,0.99,remote,2.3281362270920907
0.01,0.99,remote,2.1053027771149013
0.01,0.99,remote,2.229324792732362
0.01,0.99,remote,2.2342548135692
0.01,0.99,remote,2.198209270806267
0.01,0.99,remote,2.232664212824224
0.01,0.99,remote,2.193327523006405
0.01,0.99,remote,2.2871436104208955
0.01,0.99,remote,2.2154738935319562
0.01,0.99,remote,2.151971071902795
0.01,0.99,remote,2.259792877400966
0.01,0.99,remote,2.1970533582586382
0.01,0.99,remote,2.273591264391521
0.01,0.99,remote,2.2471399139004102
0.01,0.99,remote,2.273296573579391
0.01,0.99,remote,2.197672010511135
0.01,0.99,remote,2.1874923728199547
0.01,0.99,remote,2.179662449581062
0.01,0.99,remote,2.2213898706153485
0.01,0.99,remote,2.2786930365439897
0.01,0.99,remote,2.1975364874570076
0.01,0.99,remote,2.304753983315364
0.01,0.99,remote,2.1336261258559013
0.01,0.99,remote,2.267095366554363
0.01,0.99,remote,2.2107158862261085
0.01,0.99,remote,2.286007924130668
0.01,0.99,remote,2.230115151985442
0.01,0.99,remote,2.2539386958290746
0.01,0.99,remote,2.174623431501236
0.01,0.99,remote,2.197974586169793
0.01,0.99,remote,2.252513874255677
0.01,0.99,remote,2.310935098035269
0.01,0.99,remote,2.190341943436227
0.01,0.99,remote,2.2381159762064433
0.01,0.99,remote,2.200059713560862
0.01,0.99,remote,2.283180575930687
0.01,0.99,remote,2.20165758528446
0.01,0.99,remote,2.2166958616684926
0.01,0.99,remote,2.1943661112709303
0.01,0.99,remote,2.199489194490358
0.01,0.99,remote,2.2060534150291
0.01,0.99,remote,2.271164135357749
0.01,0.99,remote,2.270210038913735
0.01,0.99,remote,2.213224649160102
0.01,0.99,remote,2.172169700254249
0.01,0.99,remote,2.2505061938202666
0.01,0.99,remote,2.260011341204768
0.01,0.99,remote,2.250337459854473
0.01,0.99,remote,2.1754209925260786
0.01,0.99,remote,2.1656305955809296
0.01,0.99,remote,2.2615290566936803
0.01,0.99,remote,2.219120524025011
0.01,0.99,remote,2.2481380771124795
0.01,0.99,remote,2.186046841097258
0.01,0.99,remote,2.2707426013910865
0.01,0.99,remote,2.1796780029235023
0.01,0.99,remote,2.3524972451316764
0.01,0.99,remote,2.201577346116338
0.01,0.99,remote,2.2649608403954486
0.01,0.99,remote,2.1622301511940996
0.01,0.99,remote,2.0820682653096623
0.01,0.99,remote,2.182067770710397
0.01,0.99,remote,2.2179330800368824
0.01,0.99,remote,2.1829765678192286
0.01,0.99,remote,2.252374245523092
0.01,0.99,remote,2.2125769608265746
0.01,0.99,remote,2.1848782340872583
0.01,0.99,remote,2.2867432946753277
0.01,0.99,remote,2.2249943309864064
0.01,0.99,remote,2.2644400529807385
0.01,0.99,remote,2.1987190610778127
0.01,0.99,remote,2.157206400298945
0.01,0.99,remote,2.2548050735867746
0.01,0.99,remote,2.252121535208844
0.01,0.99,remote,2.1983663449582975
0.01,0.99,remote,2.279645899117735
0.01,0.99,remote,2.2764655416858783
0.01,0.99,remote,2.2111129836567174
0.01,0.99,remote,2.3125671020215757
0.01,0.99,remote,2.274873528104588
0.01,0.99,remote,2.276217166028495
0.01,0.99,remote,2.2915017325927094
0.01,0.99,remote,2.3074522147157865
0.01,0.99,remote,2.2196520262938955
0.01,0.99,remote,2.1497231109015478
0.01,0.99,remote,2.317438964622954
0.01,0.99,remote,2.2432726671387857
0.01,0.99,remote,2.2412407320520615
0.01,0.99,remote,2.211812817735663
0.01,0.99,remote,2.193610243782269
0.01,0.99,remote,2.2223333397836194
0.01,0.99,remote,2.231434363015959
0.01,0.99,remote,2.2814711060022486
0.01,0.99,remote,2.3291578259337546
0.01,0.99,remote,2.226817742623336
0.01,0.99,remote,2.158726773248293
0.01,0.99,remote,2.2515167728060126
0.01,0.99,remote,2.2831903256284662
0.01,0.99,remote,2.2259860500724287
0.01,0.99,remote,2.270569814504581
0.01,0.99,remote,2.2675258992183656
0.01,0.99,remote,2.10528496927918
0.01,0.99,remote,2.196117174930893
0.01,0.99,remote,2.2556026593968457
0.01,0.99,remote,2.189456232324619
0.01,0.99,remote,2.165295570813506
0.01,0.99,remote,2.223958941864848
0.01,0.99,remote,2.281201708669024
0.01,0.99,remote,2.2193957359674767
0.01,0.99,remote,2.1851100182538796
0.01,0.99,remote,2.2434673511222143
0.01,0.99,remote,2.2105104068716352
0.01,0.99,remote,2.2628828721864376
0.01,0.99,remote,2.2990735841965595
0.01,0.99,remote,2.22789000015109
0.01,0.99,remote,2.246121716964572
0.01,0.99,remote,2.2619057303554158
0.01,0.99,remote,2.1538944268166023
0.01,0.99,remote,2.1730929635814227
0.01,0.99,remote,2.2887986898672845
0.01,0.99,remote,2.185833984542993
0.01,0.99,remote,2.2787673014457237
0.01,0.99,remote,2.18442643200178
0.01,0.99,remote,2.2968453682971885
0.01,0.99,remote,2.23633618333125
0.01,0.99,remote,2.247612963139159
0.01,0.99,remote,2.1951464418900137
0.01,0.99,remote,2.239275879352745
0.01,0.99,remote,2.1723813275300508
0.01,0.99,remote,2.140573759848083
0.01,0.99,remote,2.2156524818918952
0.01,0.99,remote,2.348452885745354
0.01,0.99,remote,2.2878336457808395
0.01,0.99,remote,2.1191511003992534
0.01,0.99,remote,2.234958626535229
0.01,0.99,remote,2.279763651214429
0.01,0.99,remote,2.267653559488553
0.01,0.99,remote,2.179599253050752
0.01,0.99,remote,2.186389268988292
0.01,0.99,remote,2.2443979624266697
0.01,0.99,remote,2.2148249040677506
0.01,0.99,remote,2.243649469307523
0.01,0.99,remote,2.2782104035682327
0.01,0.99,remote,2.1846381685077585
0.01,0.99,remote,2.1911972860001114
0.01,0.99,remote,2.2694760364870175
0.01,0.99,remote,2.2223473341228117
0.01,0.99,remote,2.2540912636732275
0.01,0.99,remote,2.1841288726178822
0.01,0.99,remote,2.1612028098966203
0.01,0.99,remote,2.2423659367774373
0.01,0.99,remote,2.254767574133352
0.01,0.99,remote,2.224049847419847
0.01,0.99,remote,2.2592589077390604
0.01,0.99,remote,2.2580622392238654
0.01,0.99,remote,2.1873763463308897
0.01,0.99,remote,2.3127606597641432
0.01,0.99,remote,2.1610119320230816
0.01,0.99,remote,2.263527321382277
0.01,0.99,remote,2.1666530589836697
0.01,0.99,remote,2.092751190217201
0.01,0.99,remote,2.1953192158256902
0.01,0.99,remote,2.2529671141425127
0.01,0.99,remote,2.1924668021108635
0.01,0.99,remote,2.265653973497378
0.01,0.99,remote,2.270620645127948
0.01,0.99,remote,2.1937201236520814
0.01,0.99,remote,2.278115299706337
0.01,0.99,remote,2.3308159081436
0.01,0.99,remote,2.329510916511691
0.01,0.99,remote,2.168919903949351
0.01,0.99,remote,2.23294379880026
0.01,0.99,remote,2.2493586515230706
0.01,0.99,remote,2.279899313069622
0.01,0.99,remote,2.144021045789185
0.01,0.99,remote,2.254486082781225
0.01,0.99,remote,2.2255644348469135
0.01,0.99,remote,2.2547517082745876
0.01,0.99,remote,2.2860901879795774
0.01,0.99,remote,2.275025301567021
0.01,0.99,remote,2.2845829704587826
0.01,0.99,remote,2.3023549562051056
0.01,0.99,remote,2.3045030533496593
0.01,0.99,remote,2.2321527149675298
0.01,0.99,remote,2.1620741664206573
0.01,0.99,remote,2.2734393675206586
0.01,0.99,remote,2.2312018198793093
0.01,0.99,remote,2.244659040489756
0.01,0.99,remote,2.2184486126075593
0.01,0.99,remote,2.1681218908379014
0.01,0.99,remote,2.238788673960072
0.01,0.99,remote,2.2631294025440427
0.01,0.99,remote,2.3153341897395157
0.01,0.99,remote,2.291010639138896
0.01,0.99,remote,2.173115015989583
0.01,0.99,remote,2.165922930317328
0.01,0.99,remote,2.250507274691552
0.01,0.99,remote,2.2494815473330645
0.01,0.99,remote,2.147188013077697
0.01,0.99,remote,2.2343707065359184
0.01,0.99,remote,2.3451489722998917
0.01,0.99,remote,2.0962716735927893
0.01,0.99,remote,2.1963127041915165
0.01,0.99,remote,2.3086058379937304
0.01,0.99,remote,2.242159862498372
0.01,0.99,remote,2.2542057622639033
0.01,0.99,remote,2.202543762529331
0.01,0.99,remote,2.268047844054074
0.01,0.99,remote,2.2048889724763368
0.01,0.99,remote,2.201870951701719
0.01,0.99,remote,2.311453176557106
0.01,0.99,remote,2.1953620381609893
0.01,0.99,remote,2.242013609057729
0.01,0.99,remote,2.321097331018863
0.01,0.99,remote,2.198530327081576
0.01,0.99,remote,2.221624321493136
0.01,0.99,remote,2.1782501287096396
0.01,0.99,remote,2.156210082490768
0.01,0.99,remote,2.2053742700004735
0.01,0.99,remote,2.2809381663787582
0.01,0.99,remote,2.14135940539459
0.01,0.99,remote,2.267771008414071
0.01,0.99,remote,2.1323650395246125
0.01,0.99,remote,2.237962540513948
0.01,0.99,remote,2.232383118073903
0.01,0.99,remote,2.2653896056907374
0.01,0.99,remote,2.2488626959773357
0.01,0.99,remote,2.2222581824444636
0.01,0.99,remote,2.164763025750345
0.01,0.99,remote,2.163684043465284
0.01,0.99,remote,2.222774982600028
0.01,0.99,remote,2.3094996547908524
0.01,0.99,remote,2.2188939122701865
0.01,0.99,remote,2.203015585283552
0.01,0.99,remote,2.2046664602497104
0.01,0.99,remote,2.339817052575517
0.01,0.99,remote,2.263312147839964
0.01,0.99,remote,2.225072110193238
0.01,0.99,remote,2.2066540820651013
0.01,0.99,remote,2.1777842228302386
0.01,0.99,remote,2.2351437148405067
0.01,0.99,remote,2.245718655574848
0.01,0.99,remote,2.262908598650337
0.01,0.99,remote,2.19138131044196
0.01,0.99,remote,2.1762596415506206
0.01,0.99,remote,2.283163781658014
0.01,0.99,remote,2.1904317567019485
0.01,0.99,remote,2.2604307483941537
0.01,0.99,remote,2.1550020692684684
0.01,0.99,remote,2.1353533499115533
0.01,0.99,remote,2.2423184733976322
0.01,0.99,remote,2.2436284847834695
0.01,0.99,remote,2.2630116373529527
0.01,0.99,remote,2.23133039552699
0.01,0.99,remote,2.247691560759852
0.01,0.99,remote,2.1941720682782067
0.01,0.99,remote,2.2956239214715355
0.01,0.99,remote,2.207453236458496
0.01,0.99,remote,2.274480622123285
0.01,0.99,remote,2.1783598961216954
0.01,0.99,remote,2.081071312994486
0.01,0.99,remote,2.21957465922631
0.01,0.99,remote,2.220641297574095
0.01,0.99,remote,2.2027074353607725
0.01,0.99,remote,2.251350803999098
0.01,0.99,remote,2.2335565286028976
0.01,0.99,remote,2.1501858397051268
0.01,0.99,remote,2.236209212104953
0.01,0.99,remote,2.2871906381142546
0.01,0.99,remote,2.2966264796477653
0.01,0.99,remote,2.1697860247627863
0.01,0.99,remote,2.2427262526695624
0.01,0.99,remote,2.25288091785957
0.01,0.99,remote,2.286967845496724
0.01,0.99,remote,2.1607662430775307
0.01,0.99,remote,2.2725669465219456
0.01,0.99,remote,2.2868009763909534
0.01,0.99,remote,2.2656870836472938
0.01,0.99,remote,2.3324379658048766
0.01,0.99,remote,2.2531103465660336
0.01,0.99,remote,2.257396053613921
0.01,0.99,remote,2.318534930494037
0.01,0.99,remote,2.2633258346327274
0.01,0.99,remote,2.2446217444866945
0.01,0.99,remote,2.1635646341444272
0.01,0.99,remote,2.2686284799850935
0.01,0.99,remote,2.2746758841595405
0.01,0.99,remote,2.2263660755035906
0.01,0.99,remote,2.213666151581592
0.01,0.99,remote,2.2002759796573743
0.01,0.99,remote,2.230947253503147
0.01,0.99,remote,2.2749843380415267
0.01,0.99,remote,2.281570334155837
0.01,0.99,remote,2.291647604882571
0.01,0.99,remote,2.214468463484169
0.01,0.99,remote,2.1936677175181614
0.01,0.99,remote,2.2761117790022043
0.01,0.99,remote,2.222986450854257
0.01,0.99,remote,2.157049899931986
0.01,0.99,remote,2.249933203844207
0.01,0.99,remote,2.344970245886166
0.01,0.99,remote,2.1063389210166044
0.01,0.99,remote,2.1908006761433922
0.01,0.99,remote,2.263617595435436
0.01,0.99,remote,2.2491546330516377
0.01,0.99,remote,2.2439756242304814
0.01,0.99,remote,2.180522222045581
0.01,0.99,remote,2.2854440065121
0.01,0.99,remote,2.1987212458726804
0.01,0.99,remote,2.1598967685811026
0.01,0.99,remote,2.3070193069422316
0.01,0.99,remote,2.1617644433559238
0.01,0.99,remote,2.2604348103336283
0.01,0.99,remote,2.3257905463535873
0.01,0.99,remote,2.2227513554814022
0.01,0.99,remote,2.2315647046909097
0.01,0.99,remote,2.2324242582932987
0.01,0.99,remote,2.1688304570145474
0.01,0.99,remote,2.1854628998386803
0.01,0.99,remote,2.261546589255339
0.01,0.99,remote,2.1558310077190668
0.01,0.99,remote,2.292812231573081
0.01,0.99,remote,2.1475664030531334
0.01,0.99,remote,2.210303500643435
0.01,0.99,remote,2.2411264839395395
0.01,0.99,remote,2.2440838286187543
0.01,0.99,remote,2.2706933788046766
0.01,0.99,remote,2.2329251838133106
0.01,0.99,remote,2.186738068918718
0.01,0.99,remote,2.1856133703630625
0.01,0.99,remote,2.24253333759164
0.01,0.99,remote,2.30507727107822
0.01,0.99,remote,2.1990500826227364
0.01,0.99,remote,2.1894041030687066
0.01,0.99,remote,2.2278335722852116
0.01,0.99,remote,2.295133330198843
0.01,0.99,remote,2.2311642539356065
0.01,0.99,remote,2.213475171936668
0.01,0.99,remote,2.2105113176597597
0.01,0.99,remote,2.156251770189598
0.01,0.99,remote,2.211439444909749
0.01,0.99,remote,2.230325304321431
0.01,0.99,remote,2.244446990718293
0.01,0.99,remote,2.2169933506527486
0.01,0.99,remote,2.1597848759535516
0.01,0.99,remote,2.2703552398007383
0.01,0.99,remote,2.243575626993552
0.01,0.99,remote,2.246742280921343
0.01,0.99,remote,2.1679002000149614
0.01,0.99,remote,2.1754491582800273
0.01,0.99,remote,2.2093133202019377
0.01,0.99,remote,2.282853951154011
0.01,0.99,remote,2.2690855399306438
0.01,0.99,remote,2.2260287876507387
0.01,0.99,remote,2.2707330942493558
0.01,0.99,remote,2.233270370931451
0.01,0.99,remote,2.3423252138244743
0.01,0.99,remote,2.239416749044747
0.01,0.99,remote,2.246636632661019
0.01,0.99,remote,2.187783867742698
0.01,0.99,remote,2.1667653530032447
0.01,0.99,remote,2.224684357617219
0.01,0.99,remote,2.3215543357138695
0.01,0.99,remote,2.237415845513824
0.01,0.99,remote,2.2903556797689175
0.01,0.99,remote,2.2298303352785385
0.01,0.99,remote,2.232932787944789
0.01,0.99,remote,2.1986953369859874
0.01,0.99,remote,2.2722089910224565
0.01,0.99,remote,2.3543355175365956
0.01,0.99,remote,2.2093228217572287
0.01,0.99,remote,2.2842331785530376
0.01,0.99,remote,2.2670437834511237
0.01,0.99,remote,2.2781150017007197
0.01,0.99,remote,2.2412940473915017
0.01,0.99,remote,2.250200890224645
0.01,0.99,remote,2.2628663609070583
0.01,0.99,remote,2.2654285411911688
0.01,0.99,remote,2.2750431839564906
0.01,0.99,remote,2.2621984273454574
0.01,0.99,remote,2.312370567686566
0.01,0.99,remote,2.3502835272746982
0.01,0.99,remote,2.2225590514687115
0.01,0.99,remote,2.2397283518597204
0.01,0.99,remote,2.193913693532719
0.01,0.99,remote,2.3157160872138833
0.01,0.99,remote,2.226122786084612
0.01,0.99,remote,2.224898176380879
0.01,0.99,remote,2.2490007303793065
0.01,0.99,remote,2.2239587678007022
0.01,0.99,remote,2.236221539058068
0.01,0.99,remote,2.1974595232503957
0.01,0.99,remote,2.262460412504291
0.01,0.99,remote,2.324292772741987
0.01,0.99,remote,2.256770255354049
0.01,0.99,remote,2.2217425827190307
0.01,0.99,remote,2.228366231411006
0.01,0.99,remote,2.240672809459919
0.01,0.99,remote,2.207892472653421
0.01,0.99,remote,2.259291913309284
0.01,0.99,remote,2.3205226541040727
0.01,0.99,remote,2.1083129038800674
0.01,0.99,remote,2.283585202846334
0.01,0.99,remote,2.3017492893197296
0.01,0.99,remote,2.2308452420392006
0.01,0.99,remote,2.249189562352574
0.01,0.99,remote,2.272959616920171
0.01,0.99,remote,2.3149956274187655
0.01,0.99,remote,2.2444652876003803
0.01,0.99,remote,2.188695539434928
0.01,0.99,remote,2.277431299551352
0.01,0.99,remote,2.212185847901905
0.01,0.99,remote,2.323972745810402
0.01,0.99,remote,2.328178718585639
0.01,0.99,remote,2.2483739471921242
0.01,0.99,remote,2.242617981560176
0.01,0.99,remote,2.215571679544988
0.01,0.99,remote,2.2104834998664455
0.01,0.99,remote,2.269007677430782
0.01,0.99,remote,2.2737261613065716
0.01,0.99,remote,2.2080728108019696
0.01,0.99,remote,2.1597219813584108
0.01,0.99,remote,2.198249461456575
0.01,0.99,remote,2.1744633395489057
0.01,0.99,remote,2.2657841355065464
0.01,0.99,remote,2.2881095601082615
0.01,0.99,remote,2.3267755706284294
0.01,0.99,remote,2.2130133535924
0.01,0.99,remote,2.2510073578505247
0.01,0.99,remote,2.2894355397604125
0.01,0.99,remote,2.2864687494141807
0.01,0.99,remote,2.240947876315065
0.01,0.99,remote,2.269356388939955
0.01,0.99,remote,2.2539549283063427
0.01,0.99,remote,2.213417747550466
0.01,0.99,remote,2.3501143775433104
0.01,0.99,remote,2.240183040183739
0.01,0.99,remote,2.1991181246036775
0.01,0.99,remote,2.233903162769785
0.01,0.99,remote,2.2322707283307035
0.01,0.99,remote,2.272075100389896
0.01,0.99,remote,2.2719674257923925
0.01,0.99,remote,2.2521186380544282
0.01,0.99,remote,2.2827955617144142
0.01,0.99,remote,2.1880549250150274
0.01,0.99,remote,2.2392931300905077
0.01,0.99,remote,2.2761505130004442
0.01,0.99,remote,2.2325542731445083
0.01,0.99,remote,2.2038943894800003
0.01,0.99,remote,2.271942772279827
0.01,0.99,remote,2.253963823339019
0.01,0.99,remote,2.2120367362407958
0.01,0.99,remote,2.224133395083643
0.01,0.99,remote,2.256092187316853
0.01,0.99,remote,2.2884534169602433
0.01,0.99,remote,2.290683033614722
0.01,0.99,remote,2.1731524079670557
0.01,0.99,remote,2.245849780426507
0.01,0.99,remote,2.215918185583876
0.01,0.99,remote,2.2652956586839315
0.01,0.99,remote,2.34317536850609
0.01,0.99,remote,2.2192243613275577
0.01,0.99,remote,2.2127591449792177
0.01,0.99,remote,2.2529847896874036
0.01,0.99,remote,2.240504878109285
0.01,0.99,remote,2.2335489471569354
0.01,0.99,remote,2.2637045630136754
0.01,0.99,remote,2.2661618948827296
0.01,0.99,remote,2.1524327328819974
0.01,0.99,remote,2.183418879086678
0.01,0.99,remote,2.278566036251301
0.01,0.99,remote,2.258065767846959
0.01,0.99,remote,2.270348042361624
0.01,0.99,remote,2.212564753564759
0.01,0.99,remote,2.223163542905734
0.01,0.99,remote,2.1717124956267604
0.01,0.99,remote,2.2103874795237326
0.01,0.99,remote,2.198021737793048
0.01,0.99,remote,2.1668101931905372
0.01,0.99,remote,2.230103240680465
0.01,0.99,remote,2.2764400686506443
0.01,0.99,remote,2.2438463492691265
0.01,0.99,remote,2.1922943800246495
0.01,0.99,remote,2.2972310116812578
0.01,0.99,remote,2.304408656320994
0.01,0.99,remote,2.2602178957977297
0.01,0.99,remote,2.2648585636394203
0.01,0.99,remote,2.2337701623473873
0.01,0.99,remote,2.3063306946720865
0.01,0.99,remote,2.257388172424637
0.01,0.99,remote,2.2629698205473354
0.01,0.99,remote,2.1818562410026066
0.01,0.99,remote,2.2039313435617496
0.01,0.99,remote,2.2916180353201336
0.01,0.99,remote,2.2236301802882066
0.01,0.99,remote,2.1619802292790187
0.01,0.99,remote,2.1883803172529994
0.01,0.99,remote,2.283580330888042
0.01,0.99,remote,2.2688003829886627
0.01,0.99,remote,2.26115497746946
0.01,0.99,remote,2.198072596165171
0.01,0.99,remote,2.30116248954209
0.01,0.99,remote,2.254733052734976
0.01,0.99,remote,2.216964319514501
0.01,0.99,remote,2.264477819711382
0.01,0.99,remote,2.27781742236026
0.01,0.99,remote,2.23656149581463
0.01,0.99,remote,2.1928249966361477
0.01,0.99,remote,2.2437930233444536
0.01,0.99,remote,2.284500856909578
0.01,0.99,remote,2.2564540502781973
0.01,0.99,remote,2.279569712884309
0.01,0.99,remote,2.2118767733762126
0.01,0.99,remote,2.2401775841922635
0.01,0.99,remote,2.2805289562191655
0.01,0.99,remote,2.236740105806216
0.01,0.99,remote,2.2761824708376253
0.01,0.99,remote,2.2373345691674453
0.01,0.99,remote,2.28121424614353
0.01,0.99,remote,2.238976471740285
0.01,0.99,remote,2.30033019790058
0.01,0.99,remote,2.2481556319327116
0.01,0.99,remote,2.3011214891003267
0.01,0.99,remote,2.302046394820672
0.01,0.99,remote,2.2570218661905885
0.01,0.99,remote,2.195047683376334
0.01,0.99,remote,2.3035559560976537
0.01,0.99,remote,2.2432736380855074
0.01,0.99,remote,2.2471216367468934
0.01,0.99,remote,2.2331533861820083
0.01,0.99,remote,2.220472308647079
0.01,0.99,remote,2.146783662323144
0.01,0.99,remote,2.3328012437064083
0.01,0.99,remote,2.2921931796871284
0.01,0.99,remote,2.338459539162087
0.01,0.99,remote,2.237766237840038
0.01,0.99,remote,2.1430500422287095
0.01,0.99,remote,2.2596523849211243
0.01,0.99,remote,2.2589503696200603
0.01,0.99,remote,2.2633565659225967
0.01,0.99,remote,2.3014879461647877
