alpha,gamma,entropy
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.1,0.06522637055239544
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.25,0.06406173748687394
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.5,0.06473124494783233
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.75,0.06616593746490818
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.01,0.99,0.0674213640134873
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
0.05,0.01,0.056995480051956315
