alpha,gamma,entropy
0.01,0.25,1.357699016973072
0.01,0.25,1.3791471776061712
0.01,0.25,1.4119083728752457
0.01,0.25,1.4356538250454207
0.01,0.25,1.441590436325015
0.01,0.25,1.4748085091902965
0.01,0.25,1.413792032396799
0.01,0.25,1.3894046230755066
0.01,0.25,1.4271827085225937
0.01,0.25,1.4032202863066061
0.01,0.25,1.4222392934422032
0.01,0.25,1.4341456146896405
0.01,0.5,0.053187243996095646
0.01,0.5,0.08353645370688145
0.01,0.5,0.09911579674658189
0.01,0.5,0.09842572755677281
0.01,0.5,0.16205856957924247
0.01,0.5,0.16652418395935875
0.01,0.5,0.18574337754272108
0.01,0.5,0.1554906337266786
0.01,0.5,0.17333031283606815
0.01,0.5,0.183365269969606
0.01,0.5,0.19501262343950287
0.01,0.5,0.2324190860807427
0.01,0.5,0.23151790738005218
0.01,0.5,0.25448138207445936
0.01,0.5,0.2509317187586788
0.01,0.5,0.28871917641845357
0.01,0.5,0.3169223245103794
0.01,0.5,0.3222880611545662
0.01,0.5,0.3085052464525546
0.01,0.5,0.34654975134119326
0.01,0.5,0.372117124577521
0.01,0.5,0.38449308644532465
0.01,0.5,0.4326679090134675
0.01,0.5,0.46952796434772637
0.01,0.5,0.5122899030669572
0.01,0.5,0.5079414763400862
0.01,0.5,0.5014477636273824
0.01,0.5,0.5559995085144749
0.01,0.5,0.6156787071825676
0.01,0.5,0.6743470733066204
0.01,0.5,0.6838190579113927
0.01,0.5,0.7037688798845636
0.01,0.5,0.702309741685454
0.01,0.5,0.7439804117273923
0.01,0.5,0.7659891461202335
0.01,0.5,0.7869950074727541
0.01,0.5,0.8107914444623958
0.01,0.5,0.8536766126918423
0.01,0.5,0.9000223593200332
0.01,0.5,0.9046712614134833
0.01,0.5,0.9486641064376329
0.01,0.5,0.9806157824956188
0.01,0.5,1.0082118632664674
0.01,0.5,1.0479737207739959
0.01,0.5,1.0978107686220966
0.01,0.5,1.1140981141489306
0.01,0.5,1.1662365858445014
0.01,0.5,1.2081448867047868
0.01,0.5,1.2153516280503993
0.01,0.5,1.2188216489114723
0.01,0.5,1.2395831395776042
0.01,0.5,1.2738072525603457
0.01,0.5,1.2733378563993938
0.01,0.5,1.3159645830258455
0.01,0.5,1.377597743619475
0.01,0.5,1.415849369453241
0.01,0.5,1.4225322938747809
0.01,0.5,1.4171076866056183
0.01,0.5,1.44366303656642
0.01,0.5,1.4411925915864572
0.01,0.5,1.4569051807150402
0.01,0.5,1.4641657818643523
0.01,0.5,1.4937221914446752
0.01,0.5,1.5220469512307488
0.01,0.5,1.5406147953219147
0.01,0.5,1.5397067922795031
0.01,0.5,1.5331356057310188
0.01,0.5,1.5806953177793162
0.01,0.5,1.5662332290583265
0.01,0.5,1.600343780620932
0.01,0.5,1.629583816028628
0.01,0.5,1.6465093370239856
0.01,0.5,1.6699032926655377
0.01,0.5,1.7007945887274332
0.01,0.5,1.708873325153263
0.01,0.5,1.7377349816155458
0.01,0.5,1.7461289844007695
0.01,0.5,1.749536876019306
0.01,0.5,1.7484789896226687
0.01,0.5,1.7542828244288557
0.01,0.5,1.7818295383135876
0.01,0.5,1.8145501696909605
0.01,0.5,1.8588175129621334
0.01,0.5,1.8930684152408048
0.01,0.5,1.9631792472493146
0.01,0.5,1.9900346072394939
0.01,0.5,2.0297768179933087
0.01,0.5,2.073213588878332
0.01,0.5,2.0711066198045955
0.01,0.5,2.1039983322809235
0.01,0.5,2.1409714678692637
0.01,0.5,2.167858740147153
0.01,0.5,2.185859816743431
0.01,0.5,2.220122215562526
0.01,0.5,2.182165906371921
0.01,0.5,2.176716224344773
0.01,0.5,2.215928548280715
0.01,0.5,2.2073847385955787
0.01,0.5,2.232679403447321
0.01,0.5,2.2483660407154957
0.01,0.75,0.050858414965569754
0.01,0.75,0.08685804702477729
0.01,0.75,0.11151479386756336
0.01,0.75,0.12038159640816559
0.01,0.75,0.18417991660303024
0.01,0.75,0.19787866778236385
0.01,0.75,0.22365668086660762
0.01,0.75,0.20821974739359206
0.01,0.75,0.22926069746818456
0.01,0.75,0.2484349546893334
0.01,0.75,0.268865185211034
0.01,0.75,0.31282744144004226
0.01,0.75,0.3193911927313309
0.01,0.75,0.3455981095267049
0.01,0.75,0.3540156368619023
0.01,0.75,0.3965250723447298
0.01,0.75,0.4307080580017413
0.01,0.75,0.44663140521504374
0.01,0.75,0.4441418391921985
0.01,0.75,0.4841410546087417
0.01,0.75,0.5158209497569004
0.01,0.75,0.5361762602978715
0.01,0.75,0.5872676815070363
0.01,0.75,0.6275533927319046
0.01,0.75,0.6745185987694384
0.01,0.75,0.6828853756720008
0.01,0.75,0.6851758910994619
0.01,0.75,0.7373825898349935
0.01,0.75,0.7965175279889394
0.01,0.75,0.8533084980941936
0.01,0.75,0.8697712666186561
0.01,0.75,0.8911912073630361
0.01,0.75,0.8990111553641214
0.01,0.75,0.9417925229240751
0.01,0.75,0.9720513401397994
0.01,0.75,1.0023723157494118
0.01,0.75,1.031761295599125
0.01,0.75,1.0763143409732265
0.01,0.75,1.1225032578429648
0.01,0.75,1.1408282653675315
0.01,0.75,1.1857741119073495
0.01,0.75,1.2218291242758141
0.01,0.75,1.2538847295225537
0.01,0.75,1.2938688157678513
0.01,0.75,1.346017893493908
0.01,0.75,1.3672990064951023
0.01,0.75,1.4160437530703973
0.01,0.75,1.4573527075795738
0.01,0.75,1.472980217777618
0.01,0.75,1.4858707599550343
0.01,0.75,1.5092990688048218
0.01,0.75,1.5446090997558883
0.01,0.75,1.5563872214118248
0.01,0.75,1.6031106546044214
0.01,0.75,1.66518740444684
0.01,0.75,1.7058332172130974
0.01,0.75,1.7228568908620048
0.01,0.75,1.7285706117363588
0.01,0.75,1.75988371755588
0.01,0.75,1.7685832625836895
0.01,0.75,1.7904791115269632
0.01,0.75,1.8062067615667274
0.01,0.75,1.8404397398593915
0.01,0.75,1.871937192621175
0.01,0.75,1.8951934747046835
0.01,0.75,1.904157507211039
0.01,0.75,1.9084296698932803
0.01,0.75,1.9558287496228957
0.01,0.75,1.9515607344264652
0.01,0.75,1.9890147863812047
0.01,0.75,2.0230456773589935
0.01,0.75,2.048690223872512
0.01,0.75,2.0776231397379377
0.01,0.75,2.113404521835747
0.01,0.75,2.1311418374270943
0.01,0.75,2.1630688796957998
0.01,0.75,2.1811403411841184
0.01,0.75,2.192705867501047
0.01,0.75,2.2015134527675286
0.01,0.75,2.220458348415292
0.01,0.75,2.254046800138383
0.01,0.75,2.2890161070017427
0.01,0.75,2.3354840684678493
0.01,0.75,2.3697628440114897
0.01,0.75,2.4375224964339566
0.01,0.75,2.4710242602549215
0.01,0.75,2.51502128053761
0.01,0.75,2.561007141937381
0.01,0.75,2.5686225061109553
0.01,0.75,2.6089700192381144
0.01,0.75,2.648439576711411
0.01,0.75,2.678367138870101
0.01,0.75,2.7047307894154358
0.01,0.75,2.740607590547711
0.01,0.75,2.7187988600707627
0.01,0.75,2.726453303631729
0.01,0.75,2.767326517280793
0.01,0.75,2.770012327642604
0.01,0.75,2.7998289709809967
0.01,0.75,2.819567959728232
0.01,0.99,0.04949563841471116
0.01,0.99,0.08904739158575925
0.01,0.99,0.11955516317067261
0.01,0.99,0.13559026973482524
0.01,0.99,0.19905052546019597
0.01,0.99,0.21891830647084198
0.01,0.99,0.24898527169347773
0.01,0.99,0.24446208491687926
0.01,0.99,0.26785687431713257
0.01,0.99,0.2929354643057316
0.01,0.99,0.3196771612038667
0.01,0.99,0.36795961545204037
0.01,0.99,0.3804287421088013
0.01,0.99,0.4095525563672666
0.01,0.99,0.426497824465514
0.01,0.99,0.4720656937490091
0.01,0.99,0.5105248043374715
0.01,0.99,0.5336889825634046
0.01,0.99,0.5391181179888207
0.01,0.99,0.580374089289414
0.01,0.99,0.6162636407867623
0.01,0.99,0.6424529610850911
0.01,0.99,0.6950283963333348
0.01,0.99,0.7373704014923135
0.01,0.99,0.7872093301756067
0.01,0.99,0.8049338317532104
0.01,0.99,0.8134826447670491
0.01,0.99,0.8644748098165991
0.01,0.99,0.9232565417892289
0.01,0.99,0.9790965742001276
0.01,0.99,1.000747217303271
0.01,0.99,1.023746639616519
0.01,0.99,1.0384550247997026
0.01,0.99,1.0821354314751375
0.01,0.99,1.1179152235300762
0.01,0.99,1.154343666282486
0.01,0.99,1.1878701660756406
0.01,0.99,1.233622799659443
0.01,0.99,1.2792362205364896
0.01,0.99,1.3070078427601857
0.01,0.99,1.3528699949397378
0.01,0.99,1.3917839771925742
0.01,0.99,1.4272531771380415
0.01,0.99,1.467423890882813
0.01,0.99,1.520982241183276
0.01,0.99,1.5460193218473677
0.01,0.99,1.592562470040349
0.01,0.99,1.6336014039166997
0.01,0.99,1.6554139497557543
0.01,0.99,1.674732602512762
0.01,0.99,1.7003052808334331
0.01,0.99,1.7367969277729287
0.01,0.99,1.7566742388028445
0.01,0.99,1.80582231935324
0.01,0.99,1.8675324378930611
0.01,0.99,1.9093179449926936
0.01,0.99,1.9334117400216826
0.01,0.99,1.9473531445008234
0.01,0.99,1.9816674192207984
0.01,0.99,1.9977803742423248
0.01,0.99,2.0241597734174377
0.01,0.99,2.04586708296128
0.01,0.99,2.0834776449386823
0.01,0.99,2.1175691910140415
0.01,0.99,2.144348276816771
0.01,0.99,2.1596306313197715
0.01,0.99,2.1712184880030634
0.01,0.99,2.218760934231682
0.01,0.99,2.2217479423467807
0.01,0.99,2.261670233602217
0.01,0.99,2.2988721360559907
0.01,0.99,2.3306088892256867
0.01,0.99,2.363660797258234
0.01,0.99,2.402576622941325
0.01,0.99,2.4267860110831805
0.01,0.99,2.460384417848843
0.01,0.99,2.4854421300237277
0.01,0.99,2.502912057456541
0.01,0.99,2.518794471585551
0.01,0.99,2.546297916490147
0.01,0.99,2.5842294621400015
0.01,0.99,2.62076311487985
0.01,0.99,2.668517944581879
0.01,0.99,2.703123447102598
0.01,0.99,2.768625588825927
0.01,0.99,2.806299471268943
0.01,0.99,2.8531120922964703
0.01,0.99,2.9010108073715912
0.01,0.99,2.915408924326073
0.01,0.99,2.960544321462578
0.01,0.99,3.001502785849624
0.01,0.99,3.034011045801634
0.01,0.99,3.066208582466146
0.01,0.99,3.1037491566178232
0.01,0.99,3.093249612246524
0.01,0.99,3.1099881159528024
0.01,0.99,3.152365498480748
0.01,0.99,3.163149654936916
0.01,0.99,3.19620111955183
0.01,0.99,3.219656501163257
0.05,0.01,-0.003397694878259694
0.05,0.01,-0.026698227332941915
0.05,0.01,-0.07542692008292917
0.05,0.01,-0.10095164802519108
0.05,0.01,-0.10146842567679037
0.05,0.01,-0.16064311625852667
0.05,0.01,-0.1869411794221385
0.05,0.01,-0.22203839995577646
0.05,0.01,-0.24003330414705637
0.05,0.01,-0.25627174716242607
0.05,0.01,-0.2234458586563619
0.05,0.01,-0.2105773296716933
0.05,0.01,-0.22465227418787137
0.05,0.01,-0.2290524825606468
0.05,0.01,-0.2223416458204177
0.05,0.01,-0.2070656630243839
0.05,0.01,-0.20268874653253377
0.05,0.01,-0.23427650103443654
0.05,0.01,-0.23012773521551466
0.05,0.01,-0.26467267506139436
0.05,0.01,-0.2528990446126258
0.05,0.01,-0.25361295532310635
0.05,0.01,-0.21033348159461696
0.05,0.01,-0.25351956419476096
0.05,0.01,-0.2668653200956115
0.05,0.01,-0.2613823903714305
0.05,0.01,-0.27829005811599217
0.05,0.01,-0.26100956597718294
0.05,0.01,-0.25365975406866426
0.05,0.01,-0.23004407913965252
0.05,0.01,-0.2558584405021733
0.05,0.01,-0.25548014494449944
0.05,0.01,-0.2986747442740949
0.05,0.01,-0.28252143910936667
0.05,0.01,-0.25877019247403865
0.05,0.01,-0.2564225618852589
0.05,0.01,-0.24149843154513917
0.05,0.01,-0.21829525585621923
0.05,0.01,-0.20987093400280799
0.05,0.01,-0.20981853916227777
0.05,0.01,-0.16229033813505112
0.05,0.01,-0.18711009961558034
0.05,0.01,-0.14832198100393157
0.05,0.01,-0.16419530538000515
0.05,0.01,-0.13239407501993128
0.05,0.01,-0.13838355384254442
0.05,0.01,-0.1158558976053996
0.05,0.01,-0.07492805987658357
0.05,0.01,-0.13376908431460777
0.05,0.01,-0.137587035297841
0.05,0.01,-0.14349909696552743
0.05,0.01,-0.13221868592566466
0.05,0.01,-0.15420962457510257
0.05,0.01,-0.1395268298169725
0.05,0.01,-0.14917825216096503
0.05,0.01,-0.15584657168191995
0.05,0.01,-0.14819655433095136
0.05,0.01,-0.16950132874940493
0.05,0.01,-0.21578878642486643
0.05,0.01,-0.21241385512610123
0.05,0.01,-0.21333726577451273
0.05,0.01,-0.1938170678922404
0.05,0.01,-0.1515725399648744
0.05,0.01,-0.08470795229354167
0.05,0.01,-0.1032985139862177
0.05,0.01,-0.15043347303682708
0.05,0.01,-0.20036008873351818
0.05,0.01,-0.2062953860663157
0.05,0.01,-0.25422632765254605
0.05,0.01,-0.21315929997449246
0.05,0.01,-0.19168380102311744
0.05,0.01,-0.1868996300798642
0.05,0.01,-0.1524618754755096
0.05,0.01,-0.15366370253370576
0.05,0.01,-0.1589545388989677
0.05,0.01,-0.16584068541098418
0.05,0.01,-0.1531350841879089
0.05,0.01,-0.13046680615423156
0.05,0.01,-0.11890730026848928
0.05,0.01,-0.1228690110987003
0.05,0.01,-0.1502854396471207
0.05,0.01,-0.14004125618059504
0.05,0.01,-0.10881736567051803
0.05,0.01,-0.11533277381141716
0.05,0.01,-0.0801777932393577
0.05,0.01,-0.11439161994454139
0.05,0.01,-0.07652203773315591
0.05,0.01,-0.039069443007093696
0.05,0.01,-0.010868571572757446
0.05,0.01,-0.033615938690246594
0.05,0.01,0.019196788768908846
0.05,0.01,-0.01586237328510265
0.05,0.01,0.004813443320159649
0.05,0.01,0.04495609454306759
0.05,0.01,0.050648903046436544
0.05,0.01,0.04793784985440652
0.05,0.01,0.09473324676852712
0.05,0.01,0.08352373895959886
0.05,0.01,0.08233539676186297
0.05,0.01,0.05858401373981792
0.05,0.05,0.021890147476432587
0.05,0.05,0.02589538020119564
0.05,0.05,0.01369910411762465
0.05,0.05,0.020074212924098056
0.05,0.05,0.05081460445484698
0.05,0.05,0.028358953197791692
0.05,0.05,0.030024107313469273
0.05,0.05,0.031354770507315166
0.05,0.05,0.04207377470889462
0.05,0.05,0.059621726654590645
0.05,0.05,0.12196985400995075
0.05,0.05,0.16549424364668752
0.05,0.05,0.18132530086787924
0.05,0.05,0.20896941905851207
0.05,0.05,0.2480638659434895
0.05,0.05,0.29291551591168385
0.05,0.05,0.32541404415890085
0.05,0.05,0.3334190055060695
0.05,0.05,0.3633674488401688
