alpha,gamma,hop length,entropy
0.05,0.01,3,-0.07068318585898492
0.05,0.01,3,-0.014745412521813162
0.05,0.01,3,0.04005082787892622
0.05,0.01,3,0.006911264508546955
0.05,0.01,3,0.019880885661640146
0.05,0.01,3,0.04187756758018213
0.05,0.01,3,0.029947774239856395
0.05,0.01,3,0.06117812124566413
0.05,0.01,3,-0.029740323913967526
0.05,0.01,3,0.02620733300563516
0.05,0.01,3,-0.019477557322687078
0.05,0.01,3,0.029198063663868234
0.05,0.01,3,-0.011204376308451502
0.05,0.01,3,0.016491265681751077
0.05,0.01,3,0.003999560398600943
0.05,0.01,3,0.05325723054060982
0.05,0.01,3,0.019978947117280432
0.05,0.01,3,0.046615640324289664
0.05,0.01,3,-0.013610570824981627
0.05,0.01,3,-0.022388772067062357
0.05,0.01,3,-0.04976021198578717
0.05,0.05,1,-0.017556250305866605
0.05,0.05,1,-0.0023570250182181063
0.05,0.05,1,0.012414870334310546
0.05,0.05,1,-0.08506449628459745
0.05,0.05,1,-0.01960038703132927
0.05,0.05,1,0.02193146703721105
0.05,0.05,1,-0.023971271445028197
0.05,0.05,1,0.005747313874727489
0.05,0.05,1,-0.013332193018645633
0.05,0.05,1,-0.011051720884444727
0.05,0.05,1,-0.009763716286865787
0.05,0.05,1,0.008534773574122134
0.05,0.05,1,-0.00663606994578414
0.05,0.05,1,0.06273251998535967
0.05,0.05,1,0.0293411292531629
0.05,0.05,1,-0.004797103064783315
0.05,0.05,1,0.026812824170076244
0.05,0.05,1,-0.04229014146891741
0.05,0.05,1,0.03172133645153874
0.05,0.05,1,0.013224534250925846
0.05,0.05,1,-0.07096583304888915
0.05,0.05,1,-0.023867106544685157
0.05,0.05,1,0.005279229171257338
0.05,0.05,1,0.02123525801169812
0.05,0.05,1,0.015529006198667261
0.05,0.05,1,-0.04465556902940948
0.05,0.05,1,-0.00741854954701715
0.05,0.05,1,-0.02136787643210658
0.05,0.05,1,0.03497630296253629
0.05,0.05,1,0.0090476816832048
0.05,0.05,1,0.028125868707263635
0.05,0.05,1,0.023551195208455056
0.05,0.05,1,-0.015235688621558552
0.05,0.05,1,0.00543180986960401
0.05,0.05,1,0.021108370688111666
0.05,0.05,1,-0.04581834376125249
0.05,0.05,1,-0.033076621233535164
0.05,0.05,1,-0.01965149353351503
0.05,0.05,1,0.04012438554954967
0.05,0.05,1,0.0008152179565534823
0.05,0.05,1,-0.019096915865165265
0.05,0.05,1,-0.001295137079796671
0.05,0.05,1,0.03482111236090413
0.05,0.05,1,-0.04160115215912574
0.05,0.05,1,0.020957767451281306
0.05,0.05,1,-0.019973238224809453
0.05,0.05,1,-0.04742688892348612
0.05,0.05,1,-0.021753731941186683
0.05,0.05,1,-0.012341788120295405
0.05,0.05,1,-0.04588474023064748
0.05,0.05,1,-0.03703666081499568
0.05,0.05,1,-0.01543473865655276
0.05,0.05,1,-0.036419980521285034
0.05,0.05,1,-0.025246256529166455
0.05,0.05,1,0.006608027088192081
0.05,0.05,1,0.00763587563204382
0.05,0.05,1,-0.05308836167313746
0.05,0.05,1,0.03394580919689094
0.05,0.05,1,-0.05014164157401568
0.05,0.05,1,0.017480564245969887
0.05,0.05,1,0.0154933936055901
0.05,0.05,1,0.005430143350630523
0.05,0.05,1,0.02165893532104546
0.05,0.05,1,0.007110903745016106
0.05,0.05,1,-0.022847534090665533
0.05,0.05,1,-0.03090960225466821
0.05,0.05,1,-0.0254370328408009
0.05,0.05,1,-0.03330740866218074
0.05,0.05,1,0.013776031586654192
0.05,0.05,1,0.05408770037910848
0.05,0.05,1,-0.06620770080268557
0.05,0.05,1,-0.007898602539624822
0.05,0.05,1,-0.007733174627710948
0.05,0.05,1,-0.032583547421545234
0.05,0.05,1,0.03549604655740879
0.05,0.05,1,-0.011220358221354587
0.05,0.05,1,0.012820896573634943
0.05,0.05,1,-0.05088821583701142
0.05,0.05,1,-0.040677936295805406
0.05,0.05,1,0.02942027263577751
0.05,0.05,1,-0.025525362979924804
0.05,0.05,1,0.021954102441862577
0.05,0.05,1,-0.013726889702280864
0.05,0.05,1,0.014974331753901726
0.05,0.05,1,-0.0028315843506514504
0.05,0.05,1,0.05321905414012651
0.05,0.05,1,-0.027449305416830327
0.05,0.05,1,0.022922903610286927
0.05,0.05,1,-0.014982694887194725
0.05,0.05,1,-0.025664652976637115
0.05,0.05,1,0.06512126449540867
0.05,0.05,1,-0.008260081293890664
0.05,0.05,1,0.056475156829101536
0.05,0.05,1,-0.004980012387823862
0.05,0.05,1,-0.042239140919446694
0.05,0.05,1,0.014234952879926599
0.05,0.05,1,0.035174410613208806
0.05,0.05,1,0.007724529803574409
0.05,0.05,1,0.028967421378560232
0.05,0.05,1,-0.017916576651204608
0.05,0.05,2,-0.017556250305866605
0.05,0.05,2,-0.0023570250182181063
0.05,0.05,2,0.012414870334310546
0.05,0.05,2,-0.08506449628459745
0.05,0.05,2,-0.01960038703132927
0.05,0.05,2,0.02193146703721105
0.05,0.05,2,-0.023971271445028197
0.05,0.05,2,0.005747313874727489
0.05,0.05,2,-0.013332193018645633
0.05,0.05,2,-0.011051720884444727
0.05,0.05,2,-0.009763716286865787
0.05,0.05,2,0.008534773574122134
0.05,0.05,2,-0.00663606994578414
0.05,0.05,2,0.06273251998535967
0.05,0.05,2,0.0293411292531629
0.05,0.05,2,-0.004797103064783315
0.05,0.05,2,0.026812824170076244
0.05,0.05,2,-0.04229014146891741
0.05,0.05,2,0.03172133645153874
0.05,0.05,2,0.013224534250925846
0.05,0.05,2,-0.07096583304888915
0.05,0.05,2,-0.023867106544685157
0.05,0.05,2,0.005279229171257338
0.05,0.05,2,0.02123525801169812
0.05,0.05,2,0.015529006198667261
0.05,0.05,2,-0.04465556902940948
0.05,0.05,2,-0.00741854954701715
0.05,0.05,2,-0.02136787643210658
0.05,0.05,2,0.03497630296253629
0.05,0.05,2,0.0090476816832048
0.05,0.05,2,0.028125868707263635
0.05,0.05,2,0.023551195208455056
0.05,0.05,2,-0.015235688621558552
0.05,0.05,2,0.00543180986960401
0.05,0.05,2,0.021108370688111666
0.05,0.05,2,-0.04581834376125249
0.05,0.05,2,-0.033076621233535164
0.05,0.05,2,-0.01965149353351503
0.05,0.05,2,0.04012438554954967
0.05,0.05,2,0.0008152179565534823
0.05,0.05,2,-0.019096915865165265
0.05,0.05,2,-0.001295137079796671
0.05,0.05,2,0.03482111236090413
0.05,0.05,2,-0.04160115215912574
0.05,0.05,2,0.020957767451281306
0.05,0.05,2,-0.019973238224809453
0.05,0.05,2,-0.04742688892348612
0.05,0.05,2,-0.021753731941186683
0.05,0.05,2,-0.012341788120295405
0.05,0.05,2,-0.04588474023064748
0.05,0.05,2,-0.03703666081499568
0.05,0.05,2,-0.01543473865655276
0.05,0.05,2,-0.036419980521285034
0.05,0.05,2,-0.025246256529166455
0.05,0.05,2,0.006608027088192081
0.05,0.05,2,0.00763587563204382
0.05,0.05,2,-0.05308836167313746
0.05,0.05,2,0.03394580919689094
0.05,0.05,2,-0.05014164157401568
0.05,0.05,2,0.017480564245969887
0.05,0.05,2,0.0154933936055901
0.05,0.05,2,0.005430143350630523
0.05,0.05,2,0.02165893532104546
0.05,0.05,2,0.007110903745016106
0.05,0.05,2,-0.022847534090665533
0.05,0.05,2,-0.03090960225466821
0.05,0.05,2,-0.0254370328408009
0.05,0.05,2,-0.03330740866218074
0.05,0.05,2,0.013776031586654192
0.05,0.05,2,0.05408770037910848
0.05,0.05,2,-0.06620770080268557
0.05,0.05,2,-0.007898602539624822
0.05,0.05,2,-0.007733174627710948
0.05,0.05,2,-0.032583547421545234
0.05,0.05,2,0.03549604655740879
0.05,0.05,2,-0.011220358221354587
0.05,0.05,2,0.012820896573634943
0.05,0.05,2,-0.05088821583701142
0.05,0.05,2,-0.040677936295805406
0.05,0.05,2,0.02942027263577751
0.05,0.05,2,-0.025525362979924804
0.05,0.05,2,0.021954102441862577
0.05,0.05,2,-0.013726889702280864
0.05,0.05,2,0.014974331753901726
0.05,0.05,2,-0.0028315843506514504
0.05,0.05,2,0.05321905414012651
0.05,0.05,2,-0.027449305416830327
0.05,0.05,2,0.022922903610286927
0.05,0.05,2,-0.014982694887194725
0.05,0.05,2,-0.025664652976637115
0.05,0.05,2,0.06512126449540867
0.05,0.05,2,-0.008260081293890664
0.05,0.05,2,0.056475156829101536
0.05,0.05,2,-0.004980012387823862
0.05,0.05,2,-0.042239140919446694
0.05,0.05,2,0.014234952879926599
0.05,0.05,2,0.035174410613208806
0.05,0.05,2,0.007724529803574409
0.05,0.05,2,0.028967421378560232
0.05,0.05,2,-0.017916576651204608
0.05,0.05,3,0.007802407856925653
0.05,0.05,3,0.020916909520737104
0.05,0.05,3,0.026183323046232054
0.05,0.05,3,0.050196081537265735
0.05,0.05,3,0.05447384289237789
0.05,0.05,3,0.006622101287341087
0.05,0.05,3,0.00885459968142599
0.05,0.05,3,0.07123363227590551
0.05,0.05,3,0.04574928450513682
0.05,0.05,3,-0.004537173397132888
0.05,0.05,3,0.0381908801228108
0.05,0.05,3,0.061669757862619745
0.05,0.05,3,0.05668064015312635
0.05,0.05,3,0.02371713205993986
0.05,0.05,3,0.07292389785995868
0.05,0.05,3,-0.06122495019166929
0.05,0.05,3,0.015096852210037648
0.05,0.05,3,0.07395419048024787
0.05,0.05,3,-0.010757544229454075
0.05,0.05,3,0.03204633162761539
0.05,0.05,3,0.013751285365159571
0.05,0.05,3,0.01485978221216988
0.05,0.05,3,0.004096830993168599
0.05,0.05,3,0.05930048852648073
0.05,0.05,3,-0.015195453291485084
0.05,0.05,3,0.03601427753921449
0.05,0.05,3,0.023107230672885004
0.05,0.05,3,0.026375058435347487
0.05,0.05,3,-0.02061658919092202
0.05,0.05,3,0.042989963776191464
0.05,0.05,3,0.01703402525228026
0.05,0.05,3,0.027932801609915403
0.05,0.05,3,0.034718741862855174
0.05,0.05,3,0.015590817863264883
0.05,0.05,3,0.08387512799487817
0.05,0.05,3,0.02570594773143431
0.05,0.05,3,0.047690383237036116
0.05,0.05,3,0.029248729917137117
0.05,0.05,3,0.03548800944552277
0.05,0.05,3,0.02762613581640916
0.05,0.05,3,0.02480375971772597
0.05,0.05,3,0.060764970768079296
0.05,0.05,3,0.07925024216037468
0.05,0.05,3,0.04516794519064571
0.05,0.05,3,0.022804538632612115
0.05,0.05,3,0.029266395377036902
0.05,0.05,3,0.038146664743872405
0.05,0.05,3,0.06874554305196323
0.05,0.05,3,0.06357903389735275
0.05,0.05,3,0.04796779140034402
0.05,0.05,3,0.06101833828767078
0.05,0.05,3,0.02859540006345629
0.05,0.05,3,0.030388237033330823
0.05,0.05,3,0.052293621881492225
0.05,0.05,3,0.08211878111630755
0.05,0.05,3,0.03471879594462268
0.05,0.05,3,-0.003696654028314761
0.05,0.05,3,0.02572814554567704
0.05,0.05,3,0.06658356539155919
0.05,0.05,3,0.022081219022032306
0.05,0.05,3,0.011358586380405766
0.05,0.05,3,0.05466948071312405
0.05,0.05,3,0.04461147987427849
0.05,0.05,3,0.037758857379482036
0.05,0.05,3,0.018182285468687942
0.05,0.05,3,0.04625477591525562
0.05,0.05,3,-0.030646576869692188
0.05,0.05,3,0.0668817077236954
0.05,0.05,3,0.04351850664887391
0.05,0.05,3,0.07139388074383324
0.05,0.05,3,0.0846623474568986
0.05,0.05,3,0.05753296701136068
0.05,0.05,3,0.06953705689277379
0.05,0.05,3,0.05207538802885292
0.05,0.05,3,0.0106913059245064
0.05,0.05,3,0.004792474781637912
0.05,0.05,3,0.0495370621509299
0.05,0.05,3,0.04302432063014683
0.05,0.05,3,0.038656886264103685
0.05,0.05,3,-0.02944383202220302
0.05,0.05,3,0.018227300380278866
0.05,0.05,3,0.06871779115354015
0.05,0.05,3,0.033469496408296884
0.05,0.05,3,0.050470335037894554
0.05,0.05,3,0.06820510022194104
0.05,0.05,3,0.05357818420048077
0.05,0.05,3,0.08082932329855752
0.05,0.05,3,-0.001826320950704785
0.05,0.05,3,0.048421766018571955
0.05,0.05,3,0.013802753949044844
0.05,0.05,3,0.05265910071102797
0.05,0.05,3,0.021615764777732194
0.05,0.05,3,0.046005591169076654
0.05,0.05,3,0.035313892572347294
0.05,0.05,3,0.07686016649193417
0.05,0.05,3,0.04486088684800005
0.05,0.05,3,0.07340566670743187
0.05,0.05,3,0.01552380188158864
0.05,0.05,3,0.009129650170269121
0.05,0.05,3,-0.01399301371589834
0.05,0.1,1,-0.016544471818127793
0.05,0.1,1,-0.0031704021199439048
0.05,0.1,1,0.009969934521677715
0.05,0.1,1,-0.08163954309770105
0.05,0.1,1,-0.01849327201483808
0.05,0.1,1,0.021095744484864287
0.05,0.1,1,-0.02127853368685617
0.05,0.1,1,0.005427404596001217
0.05,0.1,1,-0.012031627337638628
0.05,0.1,1,-0.011222297039311435
0.05,0.1,1,-0.010321197655665859
0.05,0.1,1,0.00680327378046286
0.05,0.1,1,-0.005595347633899905
0.05,0.1,1,0.057583596203548915
0.05,0.1,1,0.025184960673339418
0.05,0.1,1,-0.003609698890915336
0.05,0.1,1,0.02600366503107221
0.05,0.1,1,-0.037016140958100685
0.05,0.1,1,0.028114550404029437
0.05,0.1,1,0.01032278900565009
0.05,0.1,1,-0.06692393446775613
0.05,0.1,1,-0.022377411982618334
0.05,0.1,1,0.004088217513385395
0.05,0.1,1,0.018641079528618043
0.05,0.1,1,0.014139952790854782
0.05,0.1,1,-0.04268580852712622
0.05,0.1,1,-0.00587065387036434
0.05,0.1,1,-0.019666949460119376
0.05,0.1,1,0.033626867329412224
0.05,0.1,1,0.008547984256844554
0.05,0.1,1,0.02546622107086627
0.05,0.1,1,0.02244629199080883
0.05,0.1,1,-0.017018765427939897
0.05,0.1,1,0.006164146029917994
0.05,0.1,1,0.019112208509366457
0.05,0.1,1,-0.04383734770071879
0.05,0.1,1,-0.03174888108484897
0.05,0.1,1,-0.019289939691925273
0.05,0.1,1,0.03745714229569952
0.05,0.1,1,0.002210629523541119
0.05,0.1,1,-0.01831121478194131
0.05,0.1,1,-0.0007017096817900637
0.05,0.1,1,0.032729680707037634
0.05,0.1,1,-0.04004546895290417
0.05,0.1,1,0.01907426714312832
0.05,0.1,1,-0.018237880002112572
0.05,0.1,1,-0.043590582129477085
0.05,0.1,1,-0.0196942581257602
0.05,0.1,1,-0.011579960446266746
0.05,0.1,1,-0.044208707693425886
0.05,0.1,1,-0.03523782362975547
0.05,0.1,1,-0.015816157483297122
0.05,0.1,1,-0.032639954176963304
0.05,0.1,1,-0.02492392196712334
0.05,0.1,1,0.00504412590879344
0.05,0.1,1,0.007990913618649564
0.05,0.1,1,-0.04840440370874566
0.05,0.1,1,0.03139444713372441
0.05,0.1,1,-0.046697183485491234
0.05,0.1,1,0.017622019088785024
0.05,0.1,1,0.01339791688358627
0.05,0.1,1,0.005307228977469602
0.05,0.1,1,0.021063977107588006
0.05,0.1,1,0.006494118523577175
0.05,0.1,1,-0.021871619154747446
0.05,0.1,1,-0.025971010429957087
0.05,0.1,1,-0.023082534708613434
0.05,0.1,1,-0.03142195956648042
0.05,0.1,1,0.01345109752468332
0.05,0.1,1,0.05169694058884655
0.05,0.1,1,-0.06260739517425495
0.05,0.1,1,-0.007951267436000276
0.05,0.1,1,-0.00363208364316403
0.05,0.1,1,-0.028092852437376248
0.05,0.1,1,0.03232149142496654
0.05,0.1,1,-0.012137492601627997
0.05,0.1,1,0.013091048744571232
0.05,0.1,1,-0.04709895885289184
0.05,0.1,1,-0.0382019170008987
0.05,0.1,1,0.02804250228571492
0.05,0.1,1,-0.02553369770054914
0.05,0.1,1,0.02388532851008085
0.05,0.1,1,-0.011868855720889915
0.05,0.1,1,0.012627180426165285
0.05,0.1,1,-0.0033872850422951295
0.05,0.1,1,0.04841976307653306
0.05,0.1,1,-0.026862464684023202
0.05,0.1,1,0.020503316807840122
0.05,0.1,1,-0.013877717731472838
0.05,0.1,1,-0.022144895486886806
0.05,0.1,1,0.05999961128107989
0.05,0.1,1,-0.009017188671163634
0.05,0.1,1,0.05174803554100027
0.05,0.1,1,-0.003495962827814836
0.05,0.1,1,-0.041365543346953526
0.05,0.1,1,0.013973979335093922
0.05,0.1,1,0.03188698201743101
0.05,0.1,1,0.004810887636008232
0.05,0.1,1,0.02602233960627487
0.05,0.1,1,-0.016577407360513163
0.05,0.1,2,-0.016544471818127793
0.05,0.1,2,-0.0031704021199439048
0.05,0.1,2,0.009969934521677715
0.05,0.1,2,-0.08163954309770105
0.05,0.1,2,-0.01849327201483808
0.05,0.1,2,0.021095744484864287
0.05,0.1,2,-0.02127853368685617
0.05,0.1,2,0.005427404596001217
0.05,0.1,2,-0.012031627337638628
0.05,0.1,2,-0.011222297039311435
0.05,0.1,2,-0.010321197655665859
0.05,0.1,2,0.00680327378046286
0.05,0.1,2,-0.005595347633899905
0.05,0.1,2,0.057583596203548915
0.05,0.1,2,0.025184960673339418
0.05,0.1,2,-0.003609698890915336
0.05,0.1,2,0.02600366503107221
0.05,0.1,2,-0.037016140958100685
0.05,0.1,2,0.028114550404029437
0.05,0.1,2,0.01032278900565009
0.05,0.1,2,-0.06692393446775613
0.05,0.1,2,-0.022377411982618334
0.05,0.1,2,0.004088217513385395
0.05,0.1,2,0.018641079528618043
0.05,0.1,2,0.014139952790854782
0.05,0.1,2,-0.04268580852712622
0.05,0.1,2,-0.00587065387036434
0.05,0.1,2,-0.019666949460119376
0.05,0.1,2,0.033626867329412224
0.05,0.1,2,0.008547984256844554
0.05,0.1,2,0.02546622107086627
0.05,0.1,2,0.02244629199080883
0.05,0.1,2,-0.017018765427939897
0.05,0.1,2,0.006164146029917994
0.05,0.1,2,0.019112208509366457
0.05,0.1,2,-0.04383734770071879
0.05,0.1,2,-0.03174888108484897
0.05,0.1,2,-0.019289939691925273
0.05,0.1,2,0.03745714229569952
0.05,0.1,2,0.002210629523541119
0.05,0.1,2,-0.01831121478194131
0.05,0.1,2,-0.0007017096817900637
0.05,0.1,2,0.032729680707037634
0.05,0.1,2,-0.04004546895290417
0.05,0.1,2,0.01907426714312832
0.05,0.1,2,-0.018237880002112572
0.05,0.1,2,-0.043590582129477085
0.05,0.1,2,-0.0196942581257602
0.05,0.1,2,-0.011579960446266746
0.05,0.1,2,-0.044208707693425886
0.05,0.1,2,-0.03523782362975547
0.05,0.1,2,-0.015816157483297122
0.05,0.1,2,-0.032639954176963304
0.05,0.1,2,-0.02492392196712334
0.05,0.1,2,0.00504412590879344
0.05,0.1,2,0.007990913618649564
0.05,0.1,2,-0.04840440370874566
0.05,0.1,2,0.03139444713372441
0.05,0.1,2,-0.046697183485491234
0.05,0.1,2,0.017622019088785024
0.05,0.1,2,0.01339791688358627
0.05,0.1,2,0.005307228977469602
0.05,0.1,2,0.021063977107588006
0.05,0.1,2,0.006494118523577175
0.05,0.1,2,-0.021871619154747446
0.05,0.1,2,-0.025971010429957087
0.05,0.1,2,-0.023082534708613434
0.05,0.1,2,-0.03142195956648042
0.05,0.1,2,0.01345109752468332
0.05,0.1,2,0.05169694058884655
0.05,0.1,2,-0.06260739517425495
0.05,0.1,2,-0.007951267436000276
0.05,0.1,2,-0.00363208364316403
0.05,0.1,2,-0.028092852437376248
0.05,0.1,2,0.03232149142496654
0.05,0.1,2,-0.012137492601627997
0.05,0.1,2,0.013091048744571232
0.05,0.1,2,-0.04709895885289184
0.05,0.1,2,-0.0382019170008987
0.05,0.1,2,0.02804250228571492
0.05,0.1,2,-0.02553369770054914
0.05,0.1,2,0.02388532851008085
0.05,0.1,2,-0.011868855720889915
0.05,0.1,2,0.012627180426165285
0.05,0.1,2,-0.0033872850422951295
0.05,0.1,2,0.04841976307653306
0.05,0.1,2,-0.026862464684023202
0.05,0.1,2,0.020503316807840122
0.05,0.1,2,-0.013877717731472838
0.05,0.1,2,-0.022144895486886806
0.05,0.1,2,0.05999961128107989
0.05,0.1,2,-0.009017188671163634
0.05,0.1,2,0.05174803554100027
0.05,0.1,2,-0.003495962827814836
0.05,0.1,2,-0.041365543346953526
0.05,0.1,2,0.013973979335093922
0.05,0.1,2,0.03188698201743101
0.05,0.1,2,0.004810887636008232
0.05,0.1,2,0.02602233960627487
0.05,0.1,2,-0.016577407360513163
0.05,0.1,3,0.03679887538469684
0.05,0.1,3,0.053732080275302074
0.05,0.1,3,0.05092993542233071
0.05,0.1,3,0.07098502720252942
0.05,0.1,3,0.07906520684735519
0.05,0.1,3,0.03172536724573849
0.05,0.1,3,0.03673495159519202
0.05,0.1,3,0.08977970041386873
0.05,0.1,3,0.07664755543626223
0.05,0.1,3,0.028707547738474837
0.05,0.1,3,0.06830980404548281
0.05,0.1,3,0.08178345216419913
0.05,0.1,3,0.0769653399197674
0.05,0.1,3,0.05177689079247716
0.05,0.1,3,0.09516276719655181
0.05,0.1,3,-0.029395330838725364
0.05,0.1,3,0.041804696588455315
0.05,0.1,3,0.09025502800640872
0.05,0.1,3,0.01953733378311573
0.05,0.1,3,0.054629038469886204
0.05,0.1,3,0.03923795494438198
0.05,0.1,3,0.048090195335027675
0.05,0.1,3,0.03354308408014606
0.05,0.1,3,0.08412430567080609
0.05,0.1,3,0.014611310127943034
0.05,0.1,3,0.06013449507762969
0.05,0.1,3,0.048873715590426414
0.05,0.1,3,0.051406589904318345
0.05,0.1,3,0.014997088893063282
0.05,0.1,3,0.071705242369825
0.05,0.1,3,0.04552138036203934
0.05,0.1,3,0.05842025220734537
0.05,0.1,3,0.059222457168306875
0.05,0.1,3,0.050041509736389544
0.05,0.1,3,0.10225128466861877
0.05,0.1,3,0.05036036985678227
0.05,0.1,3,0.07286664456080594
0.05,0.1,3,0.053928078466300766
0.05,0.1,3,0.06123618279274279
0.05,0.1,3,0.0569346002699016
0.05,0.1,3,0.05400951979040092
0.05,0.1,3,0.08995649224096747
0.05,0.1,3,0.09427241131251263
0.05,0.1,3,0.07062854134495211
0.05,0.1,3,0.049894083200580974
0.05,0.1,3,0.054487591897661725
0.05,0.1,3,0.0661685825028635
0.05,0.1,3,0.089160295797583
0.05,0.1,3,0.08370292818507585
0.05,0.1,3,0.07475961452113133
0.05,0.1,3,0.08504115887915553
0.05,0.1,3,0.056633647584545255
0.05,0.1,3,0.05712231389702449
0.05,0.1,3,0.07494857012743239
0.05,0.1,3,0.10544445899581767
0.05,0.1,3,0.05587050063733723
0.05,0.1,3,0.026565543574354367
0.05,0.1,3,0.05486985599244698
0.05,0.1,3,0.09117826025006948
0.05,0.1,3,0.05187158885395271
0.05,0.1,3,0.044761080328113545
0.05,0.1,3,0.07716533350428745
0.05,0.1,3,0.06965929495145073
0.05,0.1,3,0.059304602360825465
0.05,0.1,3,0.04462364433041954
0.05,0.1,3,0.07068078249959853
0.05,0.1,3,-0.0005772049227692477
0.05,0.1,3,0.08757432683981659
0.05,0.1,3,0.06958125506261559
0.05,0.1,3,0.09636103694173292
0.05,0.1,3,0.10097684806322382
0.05,0.1,3,0.08463656620510962
0.05,0.1,3,0.09277143070574012
0.05,0.1,3,0.07948147593388932
0.05,0.1,3,0.040712312113261984
0.05,0.1,3,0.029963600622793463
0.05,0.1,3,0.07368046630762626
0.05,0.1,3,0.070483339176596
0.05,0.1,3,0.06893213151918975
0.05,0.1,3,0.008142180984493486
0.05,0.1,3,0.04763531616306027
0.05,0.1,3,0.09563159669100729
0.05,0.1,3,0.05861750738050997
0.05,0.1,3,0.0784294607014171
0.05,0.1,3,0.09271957944251907
0.05,0.1,3,0.07528908157220804
0.05,0.1,3,0.10015882726546166
0.05,0.1,3,0.024036466581679905
0.05,0.1,3,0.06866150939003757
0.05,0.1,3,0.043519383311585225
0.05,0.1,3,0.0739475001317349
0.05,0.1,3,0.050263264209225555
0.05,0.1,3,0.07318527765727012
0.05,0.1,3,0.06349653307748704
0.05,0.1,3,0.09811762594928308
0.05,0.1,3,0.06878451893816506
0.05,0.1,3,0.09755411144770476
0.05,0.1,3,0.04192059984647312
0.05,0.1,3,0.036740028406068825
0.05,0.1,3,0.017833687954785793
0.05,0.25,1,-0.014680609053101978
0.05,0.25,1,-0.005006181896646478
0.05,0.25,1,0.005634662244615729
0.05,0.25,1,-0.07264788968453573
0.05,0.25,1,-0.015373629993820526
0.05,0.25,1,0.01833421897144305
0.05,0.25,1,-0.014711663211321557
0.05,0.25,1,0.004516839609149059
0.05,0.25,1,-0.00942701513178612
0.05,0.25,1,-0.011049563348135116
0.05,0.25,1,-0.011432365085875862
0.05,0.25,1,0.003747828354281335
0.05,0.25,1,-0.0031985348183978246
0.05,0.25,1,0.04583423683334242
0.05,0.25,1,0.01647101731979017
0.05,0.25,1,-0.0014995823894761173
0.05,0.25,1,0.023923958323860628
0.05,0.25,1,-0.02542214091164663
0.05,0.25,1,0.0204019694056905
0.05,0.25,1,0.004579769410229417
0.05,0.25,1,-0.05785716539934205
0.05,0.25,1,-0.018501754624928868
0.05,0.25,1,0.0013554387987904093
0.05,0.25,1,0.01212423894997583
0.05,0.25,1,0.011190960025180274
0.05,0.25,1,-0.037950674896471526
0.05,0.25,1,-0.00213041102556355
0.05,0.25,1,-0.015104558157243542
0.05,0.25,1,0.029552301298282124
0.05,0.25,1,0.00772250919082218
0.05,0.25,1,0.01960221887678326
0.05,0.25,1,0.020289686929043427
0.05,0.25,1,-0.02041649708035509
0.05,0.25,1,0.007539363245544717
0.05,0.25,1,0.01426247251026469
0.05,0.25,1,-0.03862366362580527
0.05,0.25,1,-0.02734698678818326
0.05,0.25,1,-0.018625611144454268
0.05,0.25,1,0.03102358039739439
0.05,0.25,1,0.004490507095085139
0.05,0.25,1,-0.016130254687119372
0.05,0.25,1,0.0010980428213618332
0.05,0.25,1,0.02882177994854329
0.05,0.25,1,-0.036186829675912247
0.05,0.25,1,0.014756530944215474
0.05,0.25,1,-0.01429527565620159
0.05,0.25,1,-0.03445413414858134
0.05,0.25,1,-0.015473970104758816
0.05,0.25,1,-0.009104713197956027
0.05,0.25,1,-0.0401744895384506
0.05,0.25,1,-0.030633531797193747
0.05,0.25,1,-0.016666828956604096
0.05,0.25,1,-0.024932114605161537
0.05,0.25,1,-0.023349710184865202
0.05,0.25,1,0.0021651624758933785
0.05,0.25,1,0.00818678950568641
0.05,0.25,1,-0.03836781696462799
0.05,0.25,1,0.026051673599980507
0.05,0.25,1,-0.03868640461620032
0.05,0.25,1,0.017362790255507576
0.05,0.25,1,0.009823417287499137
0.05,0.25,1,0.00555702090703214
0.05,0.25,1,0.019429172425344365
0.05,0.25,1,0.004372814034454553
0.05,0.25,1,-0.018986494422612576
0.05,0.25,1,-0.015003658281183885
0.05,0.25,1,-0.017002339274803102
0.05,0.25,1,-0.026736869435614707
0.05,0.25,1,0.013482425254792485
0.05,0.25,1,0.04516535472413041
0.05,0.25,1,-0.054311189465830356
0.05,0.25,1,-0.007459521124228985
0.05,0.25,1,0.004010214932345768
0.05,0.25,1,-0.018769895129330028
0.05,0.25,1,0.024485477273900713
0.05,0.25,1,-0.013414555404964279
0.05,0.25,1,0.013034713128866837
0.05,0.25,1,-0.03794299687196956
0.05,0.25,1,-0.03277341566506031
0.05,0.25,1,0.024350872984574945
0.05,0.25,1,-0.024666004183253154
0.05,0.25,1,0.027690094663375575
0.05,0.25,1,-0.008222655673067347
0.05,0.25,1,0.007334248876224692
0.05,0.25,1,-0.0048188042808536835
0.05,0.25,1,0.0374725191601204
0.05,0.25,1,-0.025226700923902445
0.05,0.25,1,0.01524957502428137
0.05,0.25,1,-0.010851841837062892
0.05,0.25,1,-0.014097503747505513
0.05,0.25,1,0.0480029581846968
0.05,0.25,1,-0.010403035949719364
0.05,0.25,1,0.0415326465689656
0.05,0.25,1,-0.0007406574236701324
0.05,0.25,1,-0.03903939603305995
0.05,0.25,1,0.012935628371664176
0.05,0.25,1,0.024842899739846658
0.05,0.25,1,-0.0009304648685968253
