alpha,gamma,graph type,entropy
0.01,0.01,modular,35.158482411104345
0.01,0.01,modular,35.026474744930475
0.01,0.01,modular,35.1933691890369
0.01,0.01,modular,35.0099218780128
0.01,0.01,modular,35.39219912670405
0.01,0.01,modular,35.030423237721244
0.01,0.01,modular,35.62203417296514
0.01,0.01,modular,35.38663582242751
0.01,0.01,modular,35.81891868876431
0.01,0.01,modular,35.390542906526726
0.01,0.01,modular,35.18625401053099
0.01,0.01,modular,35.64459663342555
0.01,0.01,modular,35.51772104067399
0.01,0.01,modular,34.96667444068321
0.01,0.01,modular,35.46362804161277
0.01,0.01,modular,35.333258142042226
0.01,0.01,modular,35.25294084264634
0.01,0.01,modular,35.38963586256507
0.01,0.01,modular,35.03533289036974
0.01,0.01,modular,34.85951591616953
0.01,0.01,modular,35.09585666438355
0.01,0.01,modular,35.33615562313597
0.01,0.01,modular,35.33554693416049
0.01,0.01,modular,35.684640174245665
0.01,0.01,modular,35.16784270964406
0.01,0.01,modular,34.86085901463784
0.01,0.01,modular,34.96061559292521
0.01,0.01,modular,35.27292580424282
0.01,0.01,modular,35.36788826648474
0.01,0.01,modular,35.47185051544058
0.01,0.01,modular,35.35431985156958
0.01,0.01,modular,35.45007258698886
0.01,0.01,modular,34.890167812417275
0.01,0.01,modular,35.266430958826135
0.01,0.01,modular,34.88028234236027
0.01,0.01,modular,34.94692057664012
0.01,0.01,modular,35.47097390582619
0.01,0.01,modular,35.083990556027054
0.01,0.01,modular,34.99362223298222
0.01,0.01,modular,34.703740261693994
0.01,0.01,modular,35.618471873257405
0.01,0.01,modular,34.73507152088955
0.01,0.01,modular,35.034672499728984
0.01,0.01,modular,35.19573375098266
0.01,0.01,modular,34.92994636199177
0.01,0.01,modular,34.54989755628813
0.01,0.01,modular,34.93634499228239
0.01,0.01,modular,35.78823310152721
0.01,0.01,modular,35.2345780212988
0.01,0.01,modular,35.495498205739345
0.01,0.01,modular,35.48156251219292
0.01,0.01,modular,35.370335653824284
0.01,0.01,modular,35.75863964999432
0.01,0.01,modular,35.01852938625312
0.01,0.01,modular,35.06644283735033
0.01,0.01,modular,34.84266474399353
0.01,0.01,modular,35.27759763076211
0.01,0.01,modular,35.20772174201568
0.01,0.01,modular,34.95554434643532
0.01,0.01,modular,35.47487733362277
0.01,0.01,modular,35.21314809396036
0.01,0.01,modular,35.14022394038609
0.01,0.01,modular,35.484899518246316
0.01,0.01,modular,35.40863064204454
0.01,0.01,modular,35.13113795377758
0.01,0.01,modular,34.89063007814647
0.01,0.01,modular,35.25994660232054
0.01,0.01,modular,34.950135500986114
0.01,0.01,modular,35.69171330733647
0.01,0.01,modular,35.37763048266365
0.01,0.01,modular,35.24381875123089
0.01,0.01,modular,35.0443621332505
0.01,0.01,modular,35.70680754345322
0.01,0.01,modular,35.17087895559658
0.01,0.01,modular,35.299863058430915
0.01,0.01,modular,35.0872290409106
0.01,0.01,modular,35.07801893203954
0.01,0.01,modular,35.21061164568291
0.01,0.01,modular,34.78228009440329
0.01,0.01,modular,35.00353856329782
0.01,0.01,modular,35.22217191923804
0.01,0.01,modular,35.47601373394464
0.01,0.01,modular,35.02334602402894
0.01,0.01,modular,34.95866297399351
0.01,0.01,modular,35.15317015056124
0.01,0.01,modular,35.186478687454446
0.01,0.01,modular,34.911520894120216
0.01,0.01,modular,35.26137590297764
0.01,0.01,modular,35.332500039868265
0.01,0.01,modular,34.74766272535399
0.01,0.01,modular,34.911890197000595
0.01,0.01,modular,35.406158205839354
0.01,0.01,modular,35.433610307110555
0.01,0.01,modular,35.09607270664455
0.01,0.01,modular,35.08866797166934
0.01,0.01,modular,34.69165688466906
0.01,0.01,modular,34.67144947756822
0.01,0.01,modular,35.0369619136859
0.01,0.01,modular,35.32583196374408
0.01,0.01,modular,35.092018672654376
0.01,0.01,lattice,35.19000074338904
0.01,0.01,lattice,34.99880295584886
0.01,0.01,lattice,35.19667783784728
0.01,0.01,lattice,35.20687629783566
0.01,0.01,lattice,35.59467296461622
0.01,0.01,lattice,35.04658275514899
0.01,0.01,lattice,35.55297964042797
0.01,0.01,lattice,35.24358100614244
0.01,0.01,lattice,35.31219309912464
0.01,0.01,lattice,35.315893857924706
0.01,0.01,lattice,35.31813668540765
0.01,0.01,lattice,35.29328554632768
0.01,0.01,lattice,35.323466524129046
0.01,0.01,lattice,34.97133391206421
0.01,0.01,lattice,35.72543354662017
0.01,0.01,lattice,34.87118854961042
0.01,0.01,lattice,35.093053158668724
0.01,0.01,lattice,35.23829372041784
0.01,0.01,lattice,35.292714559973454
0.01,0.01,lattice,35.227887705554316
0.01,0.01,lattice,34.96910157676682
0.01,0.01,lattice,35.4351511283856
0.01,0.01,lattice,35.015515735009906
0.01,0.01,lattice,35.157081943118875
0.01,0.01,lattice,35.306853446622085
0.01,0.01,lattice,34.987562020302136
0.01,0.01,lattice,34.892510586608104
0.01,0.01,lattice,35.24338202055815
0.01,0.01,lattice,35.40025583315547
0.01,0.01,lattice,35.55744422402191
0.01,0.01,lattice,35.363472344873365
0.01,0.01,lattice,35.35738905934015
0.01,0.01,lattice,35.057673536523914
0.01,0.01,lattice,35.25949591846127
0.01,0.01,lattice,34.86025332389642
0.01,0.01,lattice,35.21866616478718
0.01,0.01,lattice,35.3522377735292
0.01,0.01,lattice,34.98848355062126
0.01,0.01,lattice,34.94952366406363
0.01,0.01,lattice,34.786132968620585
0.01,0.01,lattice,35.44906176817255
0.01,0.01,lattice,34.621620320614994
0.01,0.01,lattice,35.15181168988647
0.01,0.01,lattice,35.34156192171244
0.01,0.01,lattice,35.55740973458528
0.01,0.01,lattice,34.67003986475214
0.01,0.01,lattice,35.29290609373315
0.01,0.01,lattice,35.743186700040496
0.01,0.01,lattice,35.10124190165955
0.01,0.01,lattice,35.39778882091616
0.01,0.01,lattice,35.29051426582374
0.01,0.01,lattice,35.39359660211746
0.01,0.01,lattice,35.45973580819146
0.01,0.01,lattice,34.86053349190171
0.01,0.01,lattice,35.20489153506153
0.01,0.01,lattice,35.04434589338984
0.01,0.01,lattice,35.35554177366258
0.01,0.01,lattice,35.32910707074901
0.01,0.01,lattice,35.23784802713687
0.01,0.01,lattice,35.5426920258424
0.01,0.01,lattice,35.11924264014846
0.01,0.01,lattice,35.057119050789666
0.01,0.01,lattice,35.76136470834998
0.01,0.01,lattice,35.63291405383784
0.01,0.01,lattice,35.01132528639115
0.01,0.01,lattice,34.92263063256962
0.01,0.01,lattice,35.2930770618352
0.01,0.01,lattice,34.76123323032701
0.01,0.01,lattice,35.68283562771971
0.01,0.01,lattice,35.30583380243954
0.01,0.01,lattice,35.17351179388878
0.01,0.01,lattice,34.633920499554506
0.01,0.01,lattice,35.56979408343074
0.01,0.01,lattice,34.933844589221266
0.01,0.01,lattice,35.049871149332255
0.01,0.01,lattice,35.17154989812712
0.01,0.01,lattice,35.27086719836716
0.01,0.01,lattice,35.29089028858504
0.01,0.01,lattice,34.810847881935906
0.01,0.01,lattice,35.24540709375586
0.01,0.01,lattice,35.3391256583493
0.01,0.01,lattice,35.39753285083317
0.01,0.01,lattice,34.91124491285156
0.01,0.01,lattice,34.71666208517761
0.01,0.01,lattice,34.85007785753082
0.01,0.01,lattice,35.21647062491596
0.01,0.01,lattice,35.09850676820108
0.01,0.01,lattice,35.27337277975566
0.01,0.01,lattice,35.54190464945816
0.01,0.01,lattice,34.86162821141067
0.01,0.01,lattice,35.33602454200913
0.01,0.01,lattice,35.37526692243124
0.01,0.01,lattice,35.55397222075334
0.01,0.01,lattice,35.487342795150866
0.01,0.01,lattice,35.278723771955114
0.01,0.01,lattice,35.07577642002656
0.01,0.01,lattice,34.57117658942934
0.01,0.01,lattice,34.98947781906182
0.01,0.01,lattice,35.341813949378476
0.01,0.01,lattice,35.325678596107714
0.01,0.05,modular,35.29714251330388
0.01,0.05,modular,35.18406388603833
0.01,0.05,modular,35.33242340004013
0.01,0.05,modular,35.15767759099394
0.01,0.05,modular,35.519367768081906
0.01,0.05,modular,35.174906452938004
0.01,0.05,modular,35.74146484824783
0.01,0.05,modular,35.50743640058444
0.01,0.05,modular,35.936345149470455
0.01,0.05,modular,35.517337578174065
0.01,0.05,modular,35.348373848395525
0.01,0.05,modular,35.79174391346784
0.01,0.05,modular,35.63846520208085
0.01,0.05,modular,35.12273760018892
0.01,0.05,modular,35.585510409114676
0.01,0.05,modular,35.48441459472423
0.01,0.05,modular,35.38039694376454
0.01,0.05,modular,35.53135476140583
0.01,0.05,modular,35.186716209569
0.01,0.05,modular,35.01420670682575
0.01,0.05,modular,35.232015325833515
0.01,0.05,modular,35.46370571983887
0.01,0.05,modular,35.47114545228952
0.01,0.05,modular,35.80196896205088
0.01,0.05,modular,35.30600592685718
0.01,0.05,modular,35.0199140682403
0.01,0.05,modular,35.13411737209352
0.01,0.05,modular,35.433504892615375
0.01,0.05,modular,35.51037947657419
0.01,0.05,modular,35.62288155401856
0.01,0.05,modular,35.501912915789056
0.01,0.05,modular,35.583668049728274
0.01,0.05,modular,35.059960607621434
0.01,0.05,modular,35.4020139123376
0.01,0.05,modular,35.06374195996368
0.01,0.05,modular,35.107604850764375
0.01,0.05,modular,35.618623528816855
0.01,0.05,modular,35.224310831535064
0.01,0.05,modular,35.14951631496494
0.01,0.05,modular,34.88207642186759
0.01,0.05,modular,35.749501981873166
0.01,0.05,modular,34.89480665229762
0.01,0.05,modular,35.19137113257979
0.01,0.05,modular,35.309560368501806
0.01,0.05,modular,35.10095462586075
0.01,0.05,modular,34.727801100025886
0.01,0.05,modular,35.08758259908894
0.01,0.05,modular,35.91666545972967
0.01,0.05,modular,35.38022784399742
0.01,0.05,modular,35.62155726158403
0.01,0.05,modular,35.634440646040225
0.01,0.05,modular,35.50910699487087
0.01,0.05,modular,35.86252654193136
0.01,0.05,modular,35.16917058451068
0.01,0.05,modular,35.21895819817574
0.01,0.05,modular,35.01494008848329
0.01,0.05,modular,35.413664437161756
0.01,0.05,modular,35.345821566836214
0.01,0.05,modular,35.10309792002404
0.01,0.05,modular,35.61842684643447
0.01,0.05,modular,35.361395887563035
0.01,0.05,modular,35.295263183864115
0.01,0.05,modular,35.605216890176536
0.01,0.05,modular,35.54918386404469
0.01,0.05,modular,35.26713175747694
0.01,0.05,modular,35.030488847530975
0.01,0.05,modular,35.38737875744856
0.01,0.05,modular,35.11430310218305
0.01,0.05,modular,35.807263564409055
0.01,0.05,modular,35.54490594258229
0.01,0.05,modular,35.39681726882503
0.01,0.05,modular,35.19560259314797
0.01,0.05,modular,35.83407903433986
0.01,0.05,modular,35.33146255042959
0.01,0.05,modular,35.46525881936734
0.01,0.05,modular,35.25985632923922
0.01,0.05,modular,35.22269027100268
0.01,0.05,modular,35.36720319692962
0.01,0.05,modular,34.95835804047092
0.01,0.05,modular,35.168047719225854
0.01,0.05,modular,35.381807634339715
0.01,0.05,modular,35.60412498361322
0.01,0.05,modular,35.176832277827955
0.01,0.05,modular,35.12590539435797
0.01,0.05,modular,35.30103267928825
0.01,0.05,modular,35.306664145795516
0.01,0.05,modular,35.076484884042486
0.01,0.05,modular,35.410389546035475
0.01,0.05,modular,35.46636614303515
0.01,0.05,modular,34.92889200123226
0.01,0.05,modular,35.07565005501175
0.01,0.05,modular,35.54295860019135
0.01,0.05,modular,35.55682036088081
0.01,0.05,modular,35.256921577499256
0.01,0.05,modular,35.25317907130352
0.01,0.05,modular,34.866088382482836
0.01,0.05,modular,34.83221705683959
0.01,0.05,modular,35.20187059813204
0.01,0.05,modular,35.47136540174688
0.01,0.05,modular,35.247297325640304
0.01,0.05,lattice,35.38378127362961
0.01,0.05,lattice,35.21003003215418
0.01,0.05,lattice,35.38807653488143
0.01,0.05,lattice,35.40847798906695
0.01,0.05,lattice,35.757470305228665
0.01,0.05,lattice,35.252137126566225
0.01,0.05,lattice,35.74521736649956
0.01,0.05,lattice,35.41837647175686
0.01,0.05,lattice,35.503811985282766
0.01,0.05,lattice,35.49780764595892
0.01,0.05,lattice,35.54051080089218
0.01,0.05,lattice,35.51006734740658
0.01,0.05,lattice,35.512837872006855
0.01,0.05,lattice,35.180698998244665
0.01,0.05,lattice,35.89400588153076
0.01,0.05,lattice,35.08856255201012
0.01,0.05,lattice,35.29077280887943
0.01,0.05,lattice,35.44077179522393
0.01,0.05,lattice,35.49964220978414
0.01,0.05,lattice,35.42810316145663
0.01,0.05,lattice,35.165864276687174
0.01,0.05,lattice,35.62058428603403
0.01,0.05,lattice,35.21763541690294
0.01,0.05,lattice,35.361079007239866
0.01,0.05,lattice,35.48702198820205
0.01,0.05,lattice,35.20453763744689
0.01,0.05,lattice,35.13135478916908
0.01,0.05,lattice,35.45427867487754
0.01,0.05,lattice,35.59221503371272
0.01,0.05,lattice,35.748926720068845
0.01,0.05,lattice,35.55758074253406
0.01,0.05,lattice,35.537773674313954
0.01,0.05,lattice,35.28742542686004
0.01,0.05,lattice,35.453946918794664
0.01,0.05,lattice,35.08621176603442
0.01,0.05,lattice,35.422368898381364
0.01,0.05,lattice,35.54171643178958
0.01,0.05,lattice,35.20491431260978
0.01,0.05,lattice,35.15439569763488
0.01,0.05,lattice,35.019220062415116
0.01,0.05,lattice,35.64241204602043
0.01,0.05,lattice,34.84713713805796
0.01,0.05,lattice,35.37371007739166
0.01,0.05,lattice,35.52263943288933
0.01,0.05,lattice,35.738734573392065
0.01,0.05,lattice,34.907742241327156
0.01,0.05,lattice,35.48920439272867
0.01,0.05,lattice,35.924949437570774
0.01,0.05,lattice,35.31351315243096
0.01,0.05,lattice,35.59066133980342
0.01,0.05,lattice,35.500310931086176
0.01,0.05,lattice,35.59621351276215
0.01,0.05,lattice,35.62784338797476
0.01,0.05,lattice,35.08798967045722
0.01,0.05,lattice,35.41270555162192
0.01,0.05,lattice,35.26457381019955
0.01,0.05,lattice,35.543877874331855
0.01,0.05,lattice,35.519447315426476
0.01,0.05,lattice,35.43460731893924
0.01,0.05,lattice,35.74177836990509
0.01,0.05,lattice,35.33190825132936
0.01,0.05,lattice,35.2559176074915
0.01,0.05,lattice,35.92648519802162
0.01,0.05,lattice,35.819906966504746
0.01,0.05,lattice,35.21728673973391
0.01,0.05,lattice,35.123146657584286
0.01,0.05,lattice,35.47007974284287
0.01,0.05,lattice,34.99021853334912
0.01,0.05,lattice,35.861616385840094
0.01,0.05,lattice,35.51634207156587
0.01,0.05,lattice,35.37624585494375
0.01,0.05,lattice,34.862891781229415
0.01,0.05,lattice,35.74515621239537
0.01,0.05,lattice,35.166605164939405
0.01,0.05,lattice,35.29050410871256
0.01,0.05,lattice,35.38594155488482
0.01,0.05,lattice,35.46124133178968
0.01,0.05,lattice,35.49334317393506
0.01,0.05,lattice,35.03938758409091
0.01,0.05,lattice,35.44819327769996
0.01,0.05,lattice,35.54352462326813
0.01,0.05,lattice,35.580463379755045
0.01,0.05,lattice,35.117638981371
0.01,0.05,lattice,34.9499603619812
0.01,0.05,lattice,35.05659333858773
0.01,0.05,lattice,35.406474947472596
0.01,0.05,lattice,35.31053645167435
0.01,0.05,lattice,35.4761905881627
0.01,0.05,lattice,35.71997793818807
0.01,0.05,lattice,35.10235449717314
0.01,0.05,lattice,35.5248626769824
0.01,0.05,lattice,35.548933829299344
0.01,0.05,lattice,35.725132906204905
0.01,0.05,lattice,35.68228483679861
0.01,0.05,lattice,35.487930845373086
0.01,0.05,lattice,35.291728111339026
0.01,0.05,lattice,34.8158269502908
0.01,0.05,lattice,35.20412825700802
0.01,0.05,lattice,35.53292154401291
0.01,0.05,lattice,35.51672740002785
0.01,0.1,modular,35.45371507649101
0.01,0.1,modular,35.361125310065134
0.01,0.1,modular,35.4896839015803
0.01,0.1,modular,35.32415454441383
0.01,0.1,modular,35.66445483305458
0.01,0.1,modular,35.33535729759903
0.01,0.1,modular,35.87743045080072
0.01,0.1,modular,35.64486834881778
0.01,0.1,modular,36.06904508875697
0.01,0.1,modular,35.66083790609122
0.01,0.1,modular,35.52985307253109
0.01,0.1,modular,35.95649914041985
0.01,0.1,modular,35.77535044805393
0.01,0.1,modular,35.29906206537079
0.01,0.1,modular,35.724282953591995
0.01,0.1,modular,35.65519031619108
0.01,0.1,modular,35.52347918475114
0.01,0.1,modular,35.69115924986575
0.01,0.1,modular,35.3572492232919
0.01,0.1,modular,35.19032168158881
0.01,0.1,modular,35.38611065410704
0.01,0.1,modular,35.61063194390036
0.01,0.1,modular,35.62520649813756
0.01,0.1,modular,35.935282202980446
0.01,0.1,modular,35.46340661380251
0.01,0.1,modular,35.199106302434586
0.01,0.1,modular,35.32490195320098
0.01,0.1,modular,35.612465050050766
0.01,0.1,modular,35.66818444244007
0.01,0.1,modular,35.792282763785074
0.01,0.1,modular,35.66747449720029
0.01,0.1,modular,35.73545281690579
0.01,0.1,modular,35.25111979505587
0.01,0.1,modular,35.55501203597768
0.01,0.1,modular,35.26626134881241
0.01,0.1,modular,35.28753891758369
0.01,0.1,modular,35.78705255686722
0.01,0.1,modular,35.38304113651001
0.01,0.1,modular,35.32444069691414
0.01,0.1,modular,35.08100074804089
0.01,0.1,modular,35.89771192719168
0.01,0.1,modular,35.0770736600333
0.01,0.1,modular,35.36484584081646
0.01,0.1,modular,35.440238206958114
0.01,0.1,modular,35.29112129604768
0.01,0.1,modular,34.92830316033386
0.01,0.1,modular,35.259249132859935
0.01,0.1,modular,36.06256529466644
0.01,0.1,modular,35.54495045913796
0.01,0.1,modular,35.76469247986243
0.01,0.1,modular,35.80314723395195
0.01,0.1,modular,35.66700256506017
0.01,0.1,modular,35.98156445052179
0.01,0.1,modular,35.33714249751199
0.01,0.1,modular,35.39060642939024
0.01,0.1,modular,35.20669605083999
0.01,0.1,modular,35.568308299930194
0.01,0.1,modular,35.50153975308932
0.01,0.1,modular,35.269941584613214
0.01,0.1,modular,35.78263010160818
0.01,0.1,modular,35.52870991652543
0.01,0.1,modular,35.47059941014337
0.01,0.1,modular,35.74363609419328
0.01,0.1,modular,35.70598879820848
0.01,0.1,modular,35.42210032422677
0.01,0.1,modular,35.188024373400154
0.01,0.1,modular,35.5311922335573
0.01,0.1,modular,35.29638635308176
0.01,0.1,modular,35.939758408683005
0.01,0.1,modular,35.728536066196256
0.01,0.1,modular,35.567119874708595
0.01,0.1,modular,35.36590839572425
0.01,0.1,modular,35.97900934391651
0.01,0.1,modular,35.51253068797507
0.01,0.1,modular,35.64802653265615
0.01,0.1,modular,35.449795524494185
0.01,0.1,modular,35.38789387206073
0.01,0.1,modular,35.5415440188034
0.01,0.1,modular,35.15400279974692
0.01,0.1,modular,35.35150987403999
0.01,0.1,modular,35.556912442984284
0.01,0.1,modular,35.749678112761146
0.01,0.1,modular,35.34975841614232
0.01,0.1,modular,35.31005444906762
0.01,0.1,modular,35.467584288415125
0.01,0.1,modular,35.44363671185174
0.01,0.1,modular,35.261327684818504
0.01,0.1,modular,35.575977165398214
0.01,0.1,modular,35.617941119922875
0.01,0.1,modular,35.12968661362015
0.01,0.1,modular,35.25813935903231
0.01,0.1,modular,35.69799461773267
0.01,0.1,modular,35.697030533640415
0.01,0.1,modular,35.436153578415095
0.01,0.1,modular,35.43338510739272
0.01,0.1,modular,35.06111766982765
0.01,0.1,modular,35.01342108092521
0.01,0.1,modular,35.38655775618881
0.01,0.1,modular,35.636054171378866
0.01,0.1,modular,35.42071802162582
0.01,0.1,lattice,35.60310418419846
0.01,0.1,lattice,35.44986512135971
0.01,0.1,lattice,35.60583703189256
0.01,0.1,lattice,35.63830360936456
0.01,0.1,lattice,35.94493020546902
0.01,0.1,lattice,35.48349141230058
0.01,0.1,lattice,35.96286298690846
0.01,0.1,lattice,35.619284936431775
0.01,0.1,lattice,35.72073501646503
0.01,0.1,lattice,35.704705996615274
0.01,0.1,lattice,35.78716577013597
0.01,0.1,lattice,35.75392783392525
0.01,0.1,lattice,35.727321571293615
0.01,0.1,lattice,35.41927130830555
0.01,0.1,lattice,36.08684271545185
0.01,0.1,lattice,35.33465922965702
0.01,0.1,lattice,35.5124739707154
0.01,0.1,lattice,35.668521840794966
0.01,0.1,lattice,35.73183186771418
0.01,0.1,lattice,35.65352370743527
0.01,0.1,lattice,35.39069236718025
0.01,0.1,lattice,35.83262311356388
0.01,0.1,lattice,35.448383602889685
0.01,0.1,lattice,35.59292014750951
0.01,0.1,lattice,35.694588958912135
0.01,0.1,lattice,35.44933534139422
0.01,0.1,lattice,35.39376633734926
0.01,0.1,lattice,35.69074383703291
0.01,0.1,lattice,35.80849783611263
0.01,0.1,lattice,35.96546355556706
0.01,0.1,lattice,35.77631341354174
0.01,0.1,lattice,35.74376471167438
0.01,0.1,lattice,35.54610952776588
0.01,0.1,lattice,35.67539067240372
0.01,0.1,lattice,35.33904267474215
0.01,0.1,lattice,35.65221062988483
0.01,0.1,lattice,35.75868815663967
0.01,0.1,lattice,35.44763673421504
0.01,0.1,lattice,35.388235033253636
0.01,0.1,lattice,35.2804672737185
0.01,0.1,lattice,35.86112429816888
0.01,0.1,lattice,35.103776284592115
0.01,0.1,lattice,35.620993954791565
0.01,0.1,lattice,35.729018241137496
0.01,0.1,lattice,35.9450399892
0.01,0.1,lattice,35.175452052354004
0.01,0.1,lattice,35.7133193059224
0.01,0.1,lattice,36.131001461631286
0.01,0.1,lattice,35.5517737849797
0.01,0.1,lattice,35.809163431575925
0.01,0.1,lattice,35.734115621505225
0.01,0.1,lattice,35.82436589886382
0.01,0.1,lattice,35.82156668312824
0.01,0.1,lattice,35.34429788351255
0.01,0.1,lattice,35.64486587539667
0.01,0.1,lattice,35.5099687635186
0.01,0.1,lattice,35.757944531840565
0.01,0.1,lattice,35.73365071276923
0.01,0.1,lattice,35.65559885064236
0.01,0.1,lattice,35.968136370198394
0.01,0.1,lattice,35.5713762422472
0.01,0.1,lattice,35.48217245224561
0.01,0.1,lattice,36.1157694366457
0.01,0.1,lattice,36.03080549603037
0.01,0.1,lattice,35.45084283490531
0.01,0.1,lattice,35.35094339664765
0.01,0.1,lattice,35.6721504567666
0.01,0.1,lattice,35.24737433911209
0.01,0.1,lattice,36.063420004181765
0.01,0.1,lattice,35.75261169875465
0.01,0.1,lattice,35.606410795343976
0.01,0.1,lattice,35.12195129030545
0.01,0.1,lattice,35.9460651922414
0.01,0.1,lattice,35.428439927914226
0.01,0.1,lattice,35.556663494188484
0.01,0.1,lattice,35.624591243310675
0.01,0.1,lattice,35.67941980885721
0.01,0.1,lattice,35.72242658548019
0.01,0.1,lattice,35.29361000413889
0.01,0.1,lattice,35.67542942476835
0.01,0.1,lattice,35.77238267635981
0.01,0.1,lattice,35.78929176505886
0.01,0.1,lattice,35.35242443838189
0.01,0.1,lattice,35.21116364964868
0.01,0.1,lattice,35.29135615499099
0.01,0.1,lattice,35.62042055432106
0.01,0.1,lattice,35.548682179906706
0.01,0.1,lattice,35.70385023398417
0.01,0.1,lattice,35.92296986114515
0.01,0.1,lattice,35.36939803759991
0.01,0.1,lattice,35.738861977253386
0.01,0.1,lattice,35.748762640206095
0.01,0.1,lattice,35.92090347097861
0.01,0.1,lattice,35.901743494840005
0.01,0.1,lattice,35.72134732539658
0.01,0.1,lattice,35.534899604031736
0.01,0.1,lattice,35.091939727759346
0.01,0.1,lattice,35.44625908484916
0.01,0.1,lattice,35.7485512635867
0.01,0.1,lattice,35.73367828351947
0.01,0.25,modular,35.84371698055932
0.01,0.25,modular,35.798576046405685
0.01,0.25,modular,35.88178102584453
0.01,0.25,modular,35.738635739022385
0.01,0.25,modular,36.03038931488874
0.01,0.25,modular,35.73062951622484
0.01,0.25,modular,36.218546056203294
0.01,0.25,modular,35.99108514692189
0.01,0.25,modular,36.401387129884
0.01,0.25,modular,36.02003850793527
0.01,0.25,modular,35.9772947109313
0.01,0.25,modular,36.36407299849377
0.01,0.25,modular,36.1188406028798
0.01,0.25,modular,35.738673507617094
0.01,0.25,modular,36.0741573330674
0.01,0.25,modular,36.08203854519151
0.01,0.25,modular,35.88088964308922
0.01,0.25,modular,36.08840787915252
0.01,0.25,modular,35.78300511061252
0.01,0.25,modular,35.634476064724254
0.01,0.25,modular,35.77163921571328
0.01,0.25,modular,35.9856472448609
0.01,0.25,modular,36.01294097123903
0.01,0.25,modular,36.270729849519356
0.01,0.25,modular,35.85920141261898
0.01,0.25,modular,35.645063873400275
0.01,0.25,modular,35.78956956590552
0.01,0.25,modular,36.05206006686801
0.01,0.25,modular,36.054582844755856
0.01,0.25,modular,36.2100328789547
0.01,0.25,modular,36.07685734802373
0.01,0.25,modular,36.11637307122733
0.01,0.25,modular,35.7252384909216
0.01,0.25,modular,35.93755110479186
0.01,0.25,modular,35.75888850209279
0.01,0.25,modular,35.73357988616529
0.01,0.25,modular,36.21210699328665
0.01,0.25,modular,35.77933371270208
0.01,0.25,modular,35.758587955246384
0.01,0.25,modular,35.56824039786195
0.01,0.25,modular,36.26876523847905
0.01,0.25,modular,35.535455805543684
0.01,0.25,modular,35.789594351210624
0.01,0.25,modular,35.77547278767504
0.01,0.25,modular,35.75761848958382
0.01,0.25,modular,35.426668104507115
0.01,0.25,modular,35.68903584924887
0.01,0.25,modular,36.43001613560595
0.01,0.25,modular,35.957427682885566
0.01,0.25,modular,36.12608635600949
0.01,0.25,modular,36.21306448784235
0.01,0.25,modular,36.06422139919093
0.01,0.25,modular,36.28402546014681
0.01,0.25,modular,35.75032420873582
0.01,0.25,modular,35.817200639473995
0.01,0.25,modular,35.67733610385142
0.01,0.25,modular,35.95858270654081
0.01,0.25,modular,35.88961276021975
0.01,0.25,modular,35.68691818627835
0.01,0.25,modular,36.19666030538941
0.01,0.25,modular,35.946106692566644
0.01,0.25,modular,35.907836724161484
0.01,0.25,modular,36.09655550479543
0.01,0.25,modular,36.09601249319094
0.01,0.25,modular,35.811823971660814
0.01,0.25,modular,35.58209788589369
0.01,0.25,modular,35.89089932573208
0.01,0.25,modular,35.74320913457082
0.01,0.25,modular,36.27726323211124
0.01,0.25,modular,36.17224670997767
0.01,0.25,modular,35.98675266129595
0.01,0.25,modular,35.789841657857615
0.01,0.25,modular,36.34372316043681
0.01,0.25,modular,35.961327584161076
0.01,0.25,modular,36.09384010215373
0.01,0.25,modular,35.91001517471068
0.01,0.25,modular,35.80470274757667
0.01,0.25,modular,35.97194999864272
0.01,0.25,modular,35.633714378803745
0.01,0.25,modular,35.80484710591347
0.01,0.25,modular,35.983014790268896
0.01,0.25,modular,36.11376495993163
0.01,0.25,modular,35.77792991861036
0.01,0.25,modular,35.759790992335866
0.01,0.25,modular,35.88229313875443
0.01,0.25,modular,35.79105930473544
0.01,0.25,modular,35.72045883599531
0.01,0.25,modular,35.981678158843934
0.01,0.25,modular,35.999351050865364
0.01,0.25,modular,35.61868917275412
0.01,0.25,modular,35.70787312791889
0.01,0.25,modular,36.087446599120476
0.01,0.25,modular,36.050762774317896
0.01,0.25,modular,35.875740859672575
0.01,0.25,modular,35.87022574083924
0.01,0.25,modular,35.54095388005243
0.01,0.25,modular,35.46406337737723
0.01,0.25,modular,35.84065827726619
0.01,0.25,modular,36.04817252824732
0.01,0.25,modular,35.85023723688506
0.01,0.25,lattice,36.15503616401612
0.01,0.25,lattice,36.05187440893461
0.01,0.25,lattice,36.15636680482978
0.01,0.25,lattice,36.21776337988424
0.01,0.25,lattice,36.42601202939895
0.01,0.25,lattice,36.06267102749887
0.01,0.25,lattice,36.5069046069037
0.01,0.25,lattice,36.13465998990486
0.01,0.25,lattice,36.26729771290929
0.01,0.25,lattice,36.22697754165857
0.01,0.25,lattice,36.39003240082234
0.01,0.25,lattice,36.360000602609674
0.01,0.25,lattice,36.26610546253478
0.01,0.25,lattice,36.02218786085709
0.01,0.25,lattice,36.577236141967774
0.01,0.25,lattice,35.951663481086925
0.01,0.25,lattice,36.06598416708333
0.01,0.25,lattice,36.23498614967296
0.01,0.25,lattice,36.30994134660618
