trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_loop.thisRepN,image_loop.thisTrialN,image_loop.thisN,image_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,tool,correct_answer,distance matrix,tools,welcome_text.started,instructions_0_keypress.started,instructions_0_keypress.keys,instructions_0_keypress.rt,consent_image_0.started,consent0_key_resp.started,consent0_text.started,consent0_key_resp.keys,consent0_key_resp.rt,consent_image_1.started,consent1_key_resp.started,consent1_text.started,consent1_key_resp.keys,consent1_key_resp.rt,consent2_text.started,consent_image_2.started,consent2_key_resp.started,consent2_key_resp.keys,consent2_key_resp.rt,agree_button.started,disagree_button.started,consent_image_3.started,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions_text2.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions_text3.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions3_key_resp.keys,instructions3_key_resp.rt,text_countdown.started,image.started,small_large_keyresp.started,task_question_text.started,smalleroption_text.started,largeroption_text.started,accuracy_score_text.started,small_large_keyresp.keys,small_large_keyresp.corr,small_large_keyresp.rt,fb_2.started,fb_2.stopped,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,participant,date,expName,psychopyVersion,frameRate,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.39382841557381,121.39382841557381,121.39382841557381,121.39382841557381,121.39382841557381,121.39382841557381,s,1,0.7086919199355179,122.12741091194039,123.14403472666163,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.14403472666163,123.14403472666163,123.14403472666163,123.14403472666163,123.14403472666163,123.14403472666163,l,1,0.6064880888006883,123.77729599951999,124.79392736038426,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.79392736038426,124.79392736038426,124.79392736038426,124.79392736038426,124.79392736038426,124.79392736038426,s,1,0.540606179041788,125.3604935528856,126.39379008124524,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.39379008124524,126.39379008124524,126.39379008124524,126.39379008124524,126.39379008124524,126.39379008124524,s,1,1.2367574734380469,127.66030809927906,128.67693915829295,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.67693915829295,128.67693915829295,128.67693915829295,128.67693915829295,128.67693915829295,128.67693915829295,s,1,0.5606266562244855,129.2602348112996,130.29349632564117,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.29349632564117,130.29349632564117,130.29349632564117,130.29349632564117,130.29349632564117,130.29349632564117,s,1,0.6800585958844749,130.9934463401005,132.0267042322812,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0267042322812,132.0267042322812,132.0267042322812,132.0267042322812,132.0267042322812,132.0267042322812,l,1,1.0428775631007738,133.09328642257606,134.10992412218184,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.10992412218184,134.10992412218184,134.10992412218184,134.10992412218184,134.10992412218184,134.10992412218184,s,1,1.2796668613736983,135.4097993394389,136.42643432243494,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.42643432243494,136.42643432243494,136.42643432243494,136.42643432243494,136.42643432243494,136.42643432243494,l,1,0.8111716374696698,137.25966794628766,138.29290652039344,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.29290652039344,138.29290652039344,138.29290652039344,138.29290652039344,138.29290652039344,138.29290652039344,s,1,0.6007059448602377,138.92622061613656,139.9594622086879,,,,,329270,2023-05-16_15h10.52.968,eb_02psyexp,2022.2.4,60.00648433679932,
