trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_loop.thisRepN,image_loop.thisTrialN,image_loop.thisN,image_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,tool,correct_answer,tools,welcome_text.started,instructions_0_keypress.started,instructions_0_keypress.keys,instructions_0_keypress.rt,consent_image_0.started,consent0_key_resp.started,consent0_text.started,consent0_key_resp.keys,consent0_key_resp.rt,consent_image_1.started,consent1_key_resp.started,consent1_text.started,consent1_key_resp.keys,consent1_key_resp.rt,consent2_text.started,consent_image_2.started,consent2_key_resp.started,consent2_key_resp.keys,consent2_key_resp.rt,agree_button.started,disagree_button.started,consent_image_3.started,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions_text2.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions_text3.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions3_key_resp.keys,instructions3_key_resp.rt,text_countdown.started,image.started,small_large_keyresp.started,task_question_text.started,smalleroption_text.started,largeroption_text.started,accuracy_score_text.started,small_large_keyresp.keys,small_large_keyresp.corr,small_large_keyresp.rt,fb_2.started,fb_2.stopped,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,participant,date,expName,psychopyVersion,frameRate,
157,0,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.6334536706563,381.6334536706563,381.6334536706563,381.6334536706563,381.6334536706563,381.6334536706563,l,1,0.5841170497005805,382.2334953258978,383.2669127746485,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
158,0,158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.2669127746485,383.2669127746485,383.2669127746485,383.2669127746485,383.2669127746485,383.2669127746485,s,1,0.5346692833118141,383.8169651455246,384.84204943687655,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
159,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.84204943687655,384.84204943687655,384.84204943687655,384.84204943687655,384.84204943687655,384.84204943687655,s,1,0.5995494037633762,385.45042606047355,386.48385135724675,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
160,0,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.48385135724675,386.48385135724675,386.48385135724675,386.48385135724675,386.48385135724675,386.48385135724675,s,1,0.4138051486806944,386.90888342878316,387.93397888867185,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
161,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.93397888867185,387.93397888867185,387.93397888867185,387.93397888867185,387.93397888867185,387.93397888867185,l,1,0.4676756130065769,388.4173484942876,389.44245029299054,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
162,0,162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.44245029299054,389.44245029299054,389.44245029299054,389.44245029299054,389.44245029299054,389.44245029299054,s,1,0.5902584783034399,390.04250070184935,391.06758982292376,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
163,0,163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.06758982292376,391.06758982292376,391.06758982292376,391.06758982292376,391.06758982292376,391.06758982292376,l,1,0.4451368178706616,391.5259518068051,392.5593912904151,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
164,0,164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.5593912904151,392.5593912904151,392.5593912904151,392.5593912904151,392.5593912904151,392.5593912904151,s,1,0.46539936657063663,393.0344165703282,394.05951504874974,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
165,0,165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.05951504874974,394.05951504874974,394.05951504874974,394.05951504874974,394.05951504874974,394.05951504874974,l,1,0.5652891914360225,394.63456870242953,395.65965359762777,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
166,0,166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.65965359762777,395.65965359762777,395.65965359762777,395.65965359762777,395.65965359762777,395.65965359762777,s,1,0.5252256219973788,396.20135681319516,397.23479056183714,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
167,0,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.23479056183714,397.23479056183714,397.23479056183714,397.23479056183714,397.23479056183714,397.23479056183714,s,1,0.6460647030035034,397.8931664307602,398.9182709461311,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
168,0,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.9182709461311,398.9182709461311,398.9182709461311,398.9182709461311,398.9182709461311,398.9182709461311,s,1,0.4426269398536533,399.37665285205003,400.40172989910934,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
169,0,169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.40172989910934,400.40172989910934,400.40172989910934,400.40172989910934,400.40172989910934,400.40172989910934,l,1,0.43919823213946074,400.851760235033,401.88520605757367,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
170,0,170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.88520605757367,401.88520605757367,401.88520605757367,401.88520605757367,401.88520605757367,401.88520605757367,s,1,0.4917592736892402,402.3852253758814,403.402014241321,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
171,0,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.402014241321,403.402014241321,403.402014241321,403.402014241321,403.402014241321,403.402014241321,l,1,0.8940038259606808,404.3103902611183,405.3354911543429,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
172,0,172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.3354911543429,405.3354911543429,405.3354911543429,405.3354911543429,405.3354911543429,405.3354911543429,s,1,0.3845363185973838,405.7355156041449,406.7689267139649,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
173,0,173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.7689267139649,406.7689267139649,406.7689267139649,406.7689267139649,406.7689267139649,406.7689267139649,s,1,0.47911540465429425,407.26064788969234,408.28574697172735,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
174,0,174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.28574697172735,408.28574697172735,408.28574697172735,408.28574697172735,408.28574697172735,408.28574697172735,s,1,0.43434811546467245,408.7357770057861,409.7692122635199,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
175,0,175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.7692122635199,409.7692122635199,409.7692122635199,409.7692122635199,409.7692122635199,409.7692122635199,s,1,0.40691785025410354,410.1859081593575,411.2026816303842,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
176,0,176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.2026816303842,411.2026816303842,411.2026816303842,411.2026816303842,411.2026816303842,411.2026816303842,l,1,0.3014350571902469,411.51935096341185,412.5444382732967,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
177,0,177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.5444382732967,412.5444382732967,412.5444382732967,412.5444382732967,412.5444382732967,412.5444382732967,s,1,0.5197213975479826,413.0778182926588,414.1029152618721,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
178,0,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.1029152618721,414.1029152618721,414.1029152618721,414.1029152618721,414.1029152618721,414.1029152618721,l,1,0.4492878512246534,414.5612736234907,415.59471340908203,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
179,0,179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.59471340908203,415.59471340908203,415.59471340908203,415.59471340908203,415.59471340908203,415.59471340908203,s,1,0.3255410547135398,415.9363988155965,416.95315659046173,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
180,0,180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.95315659046173,416.95315659046173,416.95315659046173,416.95315659046173,416.95315659046173,416.95315659046173,l,1,0.36712715262547135,417.33653494971804,418.36161078931764,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
181,0,181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.36161078931764,418.36161078931764,418.36161078931764,418.36161078931764,418.36161078931764,418.36161078931764,s,1,0.44664365018252283,418.8199830361409,419.8450821181759,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
182,0,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.8450821181759,419.8450821181759,419.8450821181759,419.8450821181759,419.8450821181759,419.8450821181759,l,1,0.3782379283802584,420.2367809569696,421.27021229069214,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
183,0,183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.27021229069214,421.27021229069214,421.27021229069214,421.27021229069214,421.27021229069214,421.27021229069214,l,1,0.46513615373987705,421.7452294207178,422.7703393693082,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
184,0,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.7703393693082,422.7703393693082,422.7703393693082,422.7703393693082,422.7703393693082,422.7703393693082,l,1,0.4050385357113555,423.18702802073676,424.2204578452511,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
185,0,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.2204578452511,424.2204578452511,424.2204578452511,424.2204578452511,424.2204578452511,424.2204578452511,l,1,0.36293446412310004,424.5955211581895,425.6289186847862,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
186,0,186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.6289186847862,425.6289186847862,425.6289186847862,425.6289186847862,425.6289186847862,425.6289186847862,s,1,0.4265127079561353,426.07061073195655,427.08739114552736,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
187,0,187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.08739114552736,427.08739114552736,427.08739114552736,427.08739114552736,427.08739114552736,427.08739114552736,s,1,0.472077181446366,427.5707550160587,428.60417337028775,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
188,0,188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.60417337028775,428.60417337028775,428.60417337028775,428.60417337028775,428.60417337028775,428.60417337028775,l,1,0.47534319234546274,429.09587311465293,430.11263813392725,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
189,0,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.11263813392725,430.11263813392725,430.11263813392725,430.11263813392725,430.11263813392725,430.11263813392725,s,1,0.406888872734271,430.5293288981775,431.54608697490767,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
190,0,190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.54608697490767,431.54608697490767,431.54608697490767,431.54608697490767,431.54608697490767,431.54608697490767,l,1,0.36546909366734326,431.92111678258516,432.94622974970844,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
191,0,191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.94622974970844,432.94622974970844,432.94622974970844,432.94622974970844,432.94622974970844,432.94622974970844,l,1,0.46134069899562746,433.4212492944207,434.4380272933049,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
192,0,192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.4380272933049,434.4380272933049,434.4380272933049,434.4380272933049,434.4380272933049,434.4380272933049,l,1,0.5615930452477187,435.0130625341553,436.0381501460215,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
193,0,193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0381501460215,436.0381501460215,436.0381501460215,436.0381501460215,436.0381501460215,436.0381501460215,l,1,0.5924939751857892,436.64652858069167,437.6633083905326,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
194,0,194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.6633083905326,437.6633083905326,437.6633083905326,437.6633083905326,437.6633083905326,437.6633083905326,l,1,0.4473635610193014,438.12168667430524,439.1384347899584,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
195,0,195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.1384347899584,439.1384347899584,439.1384347899584,439.1384347899584,439.1384347899584,439.1384347899584,s,1,0.5482558279763907,439.69680341449566,440.7302226743195,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
196,0,196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.7302226743195,440.7302226743195,440.7302226743195,440.7302226743195,440.7302226743195,440.7302226743195,l,1,0.468505397089757,441.2135880540591,442.24703508394305,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
197,0,197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.24703508394305,442.24703508394305,442.24703508394305,442.24703508394305,442.24703508394305,442.24703508394305,s,1,0.4717213009716943,442.7303874841891,443.7638336085947,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
198,0,198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.7638336085947,443.7638336085947,443.7638336085947,443.7638336085947,443.7638336085947,443.7638336085947,l,1,0.45896001264918596,444.2388564735884,445.2556320576696,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
199,0,199,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.2556320576696,445.2556320576696,445.2556320576696,445.2556320576696,445.2556320576696,445.2556320576696,s,1,0.5111920381896198,445.7806577903684,446.78074049705174,446.78074049705174,446.78074049705174,space,2.026163770002313,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
199,0,199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
200,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.8475913924631,448.8475913924631,448.8475913924631,448.8475913924631,448.8475913924631,448.8475913924631,s,1,3.006330753210932,451.8645115623949,452.8979664404178,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
201,0,201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.8979664404178,452.8979664404178,452.8979664404178,452.8979664404178,452.8979664404178,452.8979664404178,s,1,0.5000480590388179,453.4063122753287,454.4230655224528,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
202,0,202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.4230655224528,454.4230655224528,454.4230655224528,454.4230655224528,454.4230655224528,454.4230655224528,s,1,1.3670109405647963,455.8065326254582,456.8399675814435,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
203,0,203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.8399675814435,456.8399675814435,456.8399675814435,456.8399675814435,456.8399675814435,456.8399675814435,s,1,0.6060941031901166,457.45666468457785,458.4900969238952,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
204,0,204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.4900969238952,458.4900969238952,458.4900969238952,458.4900969238952,458.4900969238952,458.4900969238952,l,1,0.5480034819338471,459.04846796323545,460.08191499323584,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
205,0,205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.08191499323584,460.08191499323584,460.08191499323584,460.08191499323584,460.08191499323584,460.08191499323584,s,1,0.4762194611830637,460.57360990787856,461.59869842533953,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
206,0,206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.59869842533953,461.59869842533953,461.59869842533953,461.59869842533953,461.59869842533953,461.59869842533953,l,1,0.5354891063179821,462.14873691112734,463.1738495763857,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
207,0,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.1738495763857,463.1738495763857,463.1738495763857,463.1738495763857,463.1738495763857,463.1738495763857,l,1,0.7923179969657212,463.9822322370019,465.0073289042339,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
208,0,208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0073289042339,465.0073289042339,465.0073289042339,465.0073289042339,465.0073289042339,465.0073289042339,s,1,1.2949256740976125,466.3157658977434,467.34922017203644,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
209,0,209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.34922017203644,467.34922017203644,467.34922017203644,467.34922017203644,467.34922017203644,467.34922017203644,s,1,1.1680604710709304,468.53264079010114,469.5660666906042,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
210,0,210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.5660666906042,469.5660666906042,469.5660666906042,469.5660666906042,469.5660666906042,469.5660666906042,l,1,1.4232539414661005,470.99954450922087,472.0162711936282,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
211,0,211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0162711936282,472.0162711936282,472.0162711936282,472.0162711936282,472.0162711936282,472.0162711936282,s,1,1.0770875801099464,473.10802315792535,474.14146505645476,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
212,0,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.14146505645476,474.14146505645476,474.14146505645476,474.14146505645476,474.14146505645476,474.14146505645476,s,1,0.4319212461123243,474.5831471425481,475.5999142747605,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
213,0,213,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.5999142747605,475.5999142747605,475.5999142747605,475.5999142747605,475.5999142747605,475.5999142747605,s,0,0.4855034442152828,476.099947176408,477.12506074726116,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
214,0,214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.12506074726116,477.12506074726116,477.12506074726116,477.12506074726116,477.12506074726116,477.12506074726116,l,1,0.4804015851113945,477.6167450972134,478.6335526772309,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
215,0,215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.6335526772309,478.6335526772309,478.6335526772309,478.6335526772309,478.6335526772309,478.6335526772309,l,1,0.8439484366681427,479.4919240184827,480.51700408407487,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
216,0,216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.51700408407487,480.51700408407487,480.51700408407487,480.51700408407487,480.51700408407487,480.51700408407487,l,1,0.480525343446061,481.0087077524513,482.03380713635124,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
217,0,217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.03380713635124,482.03380713635124,482.03380713635124,482.03380713635124,482.03380713635124,482.03380713635124,s,1,0.6667410872178152,482.70885203650687,483.74228608689737,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
218,0,218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.74228608689737,483.74228608689737,483.74228608689737,483.74228608689737,483.74228608689737,483.74228608689737,s,1,0.4143708145711571,484.1673232897883,485.2007325886516,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
219,0,219,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.2007325886516,485.2007325886516,485.2007325886516,485.2007325886516,485.2007325886516,485.2007325886516,l,1,0.5399045598460361,485.7508118241094,486.7675523934886,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
220,0,220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.7675523934886,486.7675523934886,486.7675523934886,486.7675523934886,486.7675523934886,486.7675523934886,s,1,0.5010912506841123,487.28425191144925,488.3176877730293,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
221,0,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.3176877730293,488.3176877730293,488.3176877730293,488.3176877730293,488.3176877730293,488.3176877730293,l,1,0.4790061351377517,488.80938178219367,489.8345004845178,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
222,0,222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.8345004845178,489.8345004845178,489.8345004845178,489.8345004845178,489.8345004845178,489.8345004845178,s,1,0.5222463679965585,490.36785635596607,491.38461775297765,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
223,0,223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.38461775297765,491.38461775297765,491.38461775297765,491.38461775297765,491.38461775297765,491.38461775297765,l,1,0.604135402245447,492.0013290430652,493.01809345860966,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
224,0,224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.01809345860966,493.01809345860966,493.01809345860966,493.01809345860966,493.01809345860966,493.01809345860966,s,1,0.5386929361848161,493.56812862411607,494.5848915304523,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
225,0,225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.5848915304523,494.5848915304523,494.5848915304523,494.5848915304523,494.5848915304523,494.5848915304523,s,0,0.4039099207147956,495.0015883317683,496.0183687453391,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
226,0,226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0183687453391,496.0183687453391,496.0183687453391,496.0183687453391,496.0183687453391,496.0183687453391,s,1,0.3784718615934253,496.4100591323804,497.44347597740125,,,,,548,2023-05-15_10h32.40.081,eb_02psyexp,2022.2.4,119.99818897745351,
