trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_loop.thisRepN,image_loop.thisTrialN,image_loop.thisN,image_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,distance matrix,tools,welcome_text.started,instructions_0_keypress.started,instructions_0_keypress.keys,instructions_0_keypress.rt,consent_image_0.started,consent0_key_resp.started,consent0_text.started,consent0_key_resp.keys,consent0_key_resp.rt,consent_image_1.started,consent1_key_resp.started,consent1_text.started,consent1_key_resp.keys,consent1_key_resp.rt,consent2_text.started,consent_image_2.started,consent2_key_resp.started,consent2_key_resp.keys,consent2_key_resp.rt,agree_button.started,disagree_button.started,consent_image_3.started,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions_text2.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions_text3.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions3_key_resp.keys,instructions3_key_resp.rt,text_countdown.started,image.started,small_large_keyresp.started,task_question_text.started,smalleroption_text.started,largeroption_text.started,accuracy_score_text.started,small_large_keyresp.keys,small_large_keyresp.corr,small_large_keyresp.rt,fb_2.started,fb_2.stopped,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,reveal_seq_text.started,start_test_text.started,continue_to_test.started,continue_to_test.keys,continue_to_test.rt,test_structure_info.started,start_test_text_2.started,continue_to_test_2.started,continue_to_test_2.keys,continue_to_test_2.rt,test_cntdown_text.started,parent index,left child index,right child index,left distance,right distance,parent_image.started,top_image_text.started,left_child_image.started,right_child_image.started,path_resp.started,child_choice_text.started,left_choice_text.started,right_choice_text.started,path_resp.keys,path_resp.rt,participant,date,expName,psychopyVersion,frameRate,
720,0,720,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.2084324656753,1946.2084324656753,1946.2084324656753,1946.2084324656753,1946.2084324656753,1946.2084324656753,s,0,0.5275741543155164,1946.750144736725,1947.8585726747988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
721,0,721,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.8585726747988,1947.8585726747988,1947.8585726747988,1947.8585726747988,1947.8585726747988,1947.8585726747988,s,1,0.4454686943208799,1948.3169403937645,1949.3336969612865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
722,0,722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.3336969612865,1949.3336969612865,1949.3336969612865,1949.3336969612865,1949.3336969612865,1949.3336969612865,l,1,0.7783989579183981,1950.1254305127077,1951.150522652315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
723,0,723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.150522652315,1951.150522652315,1951.150522652315,1951.150522652315,1951.150522652315,1951.150522652315,s,1,0.7136105997487903,1951.8755818902282,1952.8923306096112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
724,0,724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.8923306096112,1952.8923306096112,1952.8923306096112,1952.8923306096112,1952.8923306096112,1952.8923306096112,l,1,0.49181435408536345,1953.3923813203583,1954.4091330581577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
725,0,725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954.4091330581577,1954.4091330581577,1954.4091330581577,1954.4091330581577,1954.4091330581577,1954.4091330581577,s,1,0.4550590544240549,1954.875846008421,1955.9009387516417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
726,0,726,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.9009387516417,1955.9009387516417,1955.9009387516417,1955.9009387516417,1955.9009387516417,1955.9009387516417,s,1,0.45928947417996824,1956.3759842554573,1957.409413778223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
727,0,727,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.409413778223,1957.409413778223,1957.409413778223,1957.409413778223,1957.409413778223,1957.409413778223,s,1,0.4868241793010384,1957.909442152013,1958.93453912111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
728,0,728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.93453912111,1958.93453912111,1958.93453912111,1958.93453912111,1958.93453912111,1958.93453912111,l,0,0.5217282364610583,1959.4679128016578,1960.492988037644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
729,0,729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.492988037644,1960.492988037644,1960.492988037644,1960.492988037644,1960.492988037644,1960.492988037644,s,1,0.5463663943810388,1961.0514016378438,1962.0681231907802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
730,0,730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962.0681231907802,1962.0681231907802,1962.0681231907802,1962.0681231907802,1962.0681231907802,1962.0681231907802,s,1,0.49126528995111585,1962.5681820514146,1963.5932775113033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
731,0,731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.5932775113033,1963.5932775113033,1963.5932775113033,1963.5932775113033,1963.5932775113033,1963.5932775113033,s,1,0.9661550393793732,1964.5683628591942,1965.601785137551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189071,2023-05-16_15h06.27.276,eb_02psyexp,2022.2.4,119.98471631706022,
