trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_loop.thisRepN,image_loop.thisTrialN,image_loop.thisN,image_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,tools,welcome_text.started,instructions_0_keypress.started,instructions_0_keypress.keys,instructions_0_keypress.rt,consent_image_0.started,consent0_key_resp.started,consent0_text.started,consent0_key_resp.keys,consent0_key_resp.rt,consent_image_1.started,consent1_key_resp.started,consent1_text.started,consent1_key_resp.keys,consent1_key_resp.rt,consent2_text.started,consent_image_2.started,consent2_key_resp.started,consent2_key_resp.keys,consent2_key_resp.rt,agree_button.started,disagree_button.started,consent_image_3.started,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions_text2.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions_text3.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions3_key_resp.keys,instructions3_key_resp.rt,text_countdown.started,image.started,small_large_keyresp.started,task_question_text.started,smalleroption_text.started,largeroption_text.started,accuracy_score_text.started,small_large_keyresp.keys,small_large_keyresp.corr,small_large_keyresp.rt,fb_2.started,fb_2.stopped,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,graph.started,debrief_text.started,debriefing_title.started,demo_scr_adv.started,demo_scr_adv_keypress.started,demo_scr_adv_keypress.keys,demo_scr_adv_keypress.rt,text_countdown_2.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,[ 2 10  0  6  9  3  7 11  1  4  5  8],12.81082513637375,12.81082513637375,return,10.310447124647908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
,,,,,,,,,,,,,,,,,,,,,23.13632992526982,23.13632992526982,23.13632992526982,space,21.64831895311363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
,,,,,,,,,,,,,,,,,,,,,,,,,,44.796451105503365,44.796451105503365,44.796451105503365,space,4.051251231343485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.863433425314724,48.863433425314724,48.863433425314724,space,3.272321833879687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.155401022406295,52.155401022406295,52.155401022406295,1,[11.05062936944887],[11.050633897189982],0,,,63.19797254318837,65.18978459772188,65.18978459772188,space,2.7772502672160044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98167386522982,70.97360213147476,70.97360213147476,space,12.080695356009528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.06625033693854,86.0581577756675,86.0581577756675,space,13.563432784751058,,,,,,,,,,,,,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64257864432875,104.68469105334952,104.68469105334952,104.68469105334952,104.68469105334952,104.68469105334952,104.68469105334952,l,1,2.0650227724108845,106.7848664575722,107.81832003733143,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.81832003733143,107.81832003733143,107.81832003733143,107.81832003733143,107.81832003733143,107.81832003733143,s,1,0.8664229876594618,108.69336165476125,109.71844074665569,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.71844074665569,109.71844074665569,109.71844074665569,109.71844074665569,109.71844074665569,109.71844074665569,l,1,0.8143181821797043,110.5435215892503,111.56861577357631,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.56861577357631,111.56861577357631,111.56861577357631,111.56861577357631,111.56861577357631,111.56861577357631,l,1,0.9081921947654337,112.48536471906118,113.51875883468892,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.51875883468892,113.51875883468892,113.51875883468892,113.51875883468892,113.51875883468892,113.51875883468892,s,1,0.6860461055766791,114.21883963956498,115.24394801072776,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.24394801072776,115.24394801072776,115.24394801072776,115.24394801072776,115.24394801072776,115.24394801072776,l,1,0.7209229015279561,115.9773151712725,117.01071351277642,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.01071351277642,117.01071351277642,117.01071351277642,117.01071351277642,117.01071351277642,117.01071351277642,s,1,0.5862139031523839,117.61076319694985,118.63584621297196,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.63584621297196,118.63584621297196,118.63584621297196,118.63584621297196,118.63584621297196,118.63584621297196,l,1,0.7130733283702284,119.36090589594096,120.39435796649195,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.39435796649195,120.39435796649195,120.39435796649195,120.39435796649195,120.39435796649195,120.39435796649195,l,1,1.274628259241581,121.67776362772565,122.70284121041186,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.70284121041186,122.70284121041186,122.70284121041186,122.70284121041186,122.70284121041186,122.70284121041186,l,1,0.7091906496789306,123.42788942309562,124.46132760867476,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.46132760867476,124.46132760867476,124.46132760867476,124.46132760867476,124.46132760867476,124.46132760867476,s,1,0.7027042247354984,125.17806049587671,126.2031688670395,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.2031688670395,126.2031688670395,126.2031688670395,126.2031688670395,126.2031688670395,126.2031688670395,l,1,0.6088975245365873,126.82820467383135,127.86159426171798,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.86159426171798,127.86159426171798,127.86159426171798,127.86159426171798,127.86159426171798,127.86159426171798,s,1,0.598489482421428,128.46997496765107,129.49508182960562,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.49508182960562,129.49508182960562,129.49508182960562,129.49508182960562,129.49508182960562,129.49508182960562,l,1,0.5650256398366764,130.07015505048912,131.10355550493114,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.10355550493114,131.10355550493114,131.10355550493114,131.10355550493114,131.10355550493114,131.10355550493114,s,1,0.9965927865123376,132.11195776285604,133.14537572453264,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.14537572453264,133.14537572453264,133.14537572453264,133.14537572453264,133.14537572453264,133.14537572453264,l,1,0.810808890266344,133.97046411328483,134.99552720726933,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.99552720726933,134.99552720726933,134.99552720726933,134.99552720726933,134.99552720726933,134.99552720726933,l,1,0.7526743569178507,135.76226735394448,136.79567837296054,,,,,,,,,,,,,543,2010-12-28_07h31.41.842,eb_02psyexp,2022.2.4,120.00633917707185,
