index,stimulus,correct_answer,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,display_row.thisRepN,display_row.thisTrialN,display_row.thisN,display_row.thisIndex,pair_questions.thisRepN,pair_questions.thisTrialN,pair_questions.thisN,pair_questions.thisIndex,welcome_text.started,instructions_0_keypress.started,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_1_keypress.started,instructions_1_text.started,instructions_1_keypress.keys,instructions_1_keypress.rt,instructions_2_keypress.started,instructions_2_text.started,instructions_2_keypress.keys,instructions_2_keypress.rt,text_countdown.started,text_countdown.stopped,image.started,size_question.started,size_resp.started,keypress_options.started,size_resp.keys,size_resp.corr,size_resp.rt,fb_image.started,fb.started,fb_size_question.started,fb_image.stopped,fb.stopped,fb_size_question.stopped,block_break_text.started,block_break_keypress.started,block_break_keypress.keys,block_break_keypress.rt,seq_reveal.started,seq_reveal_adv.started,seq_reveal_adv.keys,seq_reveal_adv.rt,instruction_2afc_text.started,instruction_2afc_keypress.started,instruction_2afc_keypress.keys,instruction_2afc_keypress.rt,dist_2afc_test.started,dist_2afc_resp.started,text.started,stim_00.started,stim_01.started,stim_10.started,stim_11.started,dist_2afc_resp.keys,dist_2afc_resp.rt,graph.started,debrief_text.started,debriefing_title.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,17.787919345573755,17.787919345573755,return,38.986260577949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
,,,,,,,,,,,,,,,,,,,,,,,56.802142231870675,56.802142231870675,return,17.39543531910749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
,,,,,,,,,,,,,,,,,,,,,,,,,,,74.21768963747309,74.21768963747309,space,11.764193808659911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
4,stimuli/4.png,l,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,86.00000362220453,91.01665398894693,91.01665398894693,91.01665398894693,91.01665398894693,91.01665398894693,l,1,7.8364969267568085,98.8995110024407,98.8995110024407,98.8995110024407,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
2,stimuli/2.png,s,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,99.899458480475,99.899458480475,99.899458480475,99.899458480475,s,1,2.664770040923031,102.58266262186226,102.58266262186226,102.58266262186226,103.59926650367561,103.59926650367561,103.59926650367561,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
4,stimuli/4.png,l,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,103.59926650367561,103.59926650367561,103.59926650367561,103.59926650367561,l,1,2.0770278815180063,105.69913036914659,105.69913036914659,105.69913036914659,106.69907663980848,106.69907663980848,106.69907663980848,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
3,stimuli/3.png,l,0,0,0,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,106.69907663980848,106.69907663980848,106.69907663980848,106.69907663980848,l,1,0.9372947172087152,107.66566271241754,107.66566271241754,107.66566271241754,108.68226357572712,108.68226357572712,108.68226357572712,,,,,,,,,,,,,,,,,,,,,,,,,117,001,2023-03-03_10h23.27.462,eb_01,2022.2.4,60.01217307994686,
