index,stimulus,correct_answer,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,display_row.thisRepN,display_row.thisTrialN,display_row.thisN,display_row.thisIndex,pair_questions.thisRepN,pair_questions.thisTrialN,pair_questions.thisN,pair_questions.thisIndex,welcome_text.started,instructions_0_keypress.started,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_1_keypress.started,instructions_1_text.started,instructions_1_keypress.keys,instructions_1_keypress.rt,instructions_2_keypress.started,instructions_2_text.started,instructions_2_keypress.keys,instructions_2_keypress.rt,text_countdown.started,image.started,size_question.started,size_resp.started,keypress_options.started,size_resp.keys,size_resp.corr,size_resp.rt,fb_image.started,fb.started,fb_size_question.started,fb_image.stopped,fb.stopped,fb_size_question.stopped,block_break_text.started,block_break_keypress.started,block_break_keypress.keys,block_break_keypress.rt,seq_reveal.started,seq_reveal_adv.started,seq_reveal_adv.keys,seq_reveal_adv.rt,instruction_2afc_text.started,instruction_2afc_keypress.started,instruction_2afc_keypress.keys,instruction_2afc_keypress.rt,dist_2afc_test.started,dist_2afc_resp.started,text.started,stim_00.started,stim_01.started,stim_10.started,stim_11.started,dist_2afc_resp.keys,dist_2afc_resp.rt,graph.started,debrief_text.started,debriefing_title.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,26.974846664841607,26.974846664841607,return,50.64217137106607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,,,,,,,,,,,,,,,,,,,,,77.62962695764872,77.62962695764872,return,10.61182068414928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,,,,,,,,,,,,,,,,,,,,,,,,,88.25569986606752,88.25569986606752,space,7.457033599588613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
5,stimuli/5.png,s,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,95.73146885105598,100.75697324441535,100.75697324441535,100.75697324441535,100.75697324441535,s,1,1.2120167092525662,101.99042906073737,101.99042906073737,101.99042906073737,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
6,stimuli/6.png,s,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,103.02387376876868,103.02387376876868,103.02387376876868,103.02387376876868,s,1,0.8331950271985988,103.88229649415734,103.88229649415734,103.88229649415734,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
9,stimuli/9.png,l,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,104.89073366334196,104.89073366334196,104.89073366334196,104.89073366334196,l,1,0.5983859916905203,105.51578479015552,105.51578479015552,105.51578479015552,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
6,stimuli/6.png,s,0,0,0,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,106.53256555325243,106.53256555325243,106.53256555325243,106.53256555325243,s,1,0.6766076751337096,107.24097624969,107.24097624969,107.24097624969,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
8,stimuli/8.png,l,0,0,0,0,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,108.26608189164654,108.26608189164654,108.26608189164654,108.26608189164654,l,1,0.782228198424491,109.06616164192565,109.06616164192565,109.06616164192565,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
3,stimuli/3.png,l,0,0,0,0,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,110.08293244378547,110.08293244378547,110.08293244378547,110.08293244378547,l,1,0.7094027896600892,110.80799591649702,110.80799591649702,110.80799591649702,111.83310970855564,111.83310970855564,111.83310970855564,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
4,stimuli/4.png,l,0,0,0,0,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,111.83310970855564,111.83310970855564,111.83310970855564,111.83310970855564,l,1,1.3913256468094914,113.24157392401321,113.24157392401321,113.24157392401321,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
3,stimuli/3.png,l,0,0,0,0,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,114.25002558227243,114.25002558227243,114.25002558227243,114.25002558227243,l,1,0.5744889800334931,114.84174580065883,114.84174580065883,114.84174580065883,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
4,stimuli/4.png,l,0,0,0,0,8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,115.8585335064381,115.8585335064381,115.8585335064381,115.8585335064381,l,1,0.5340478601592622,116.41691164773692,116.41691164773692,116.41691164773692,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
2,stimuli/2.png,s,0,0,0,0,9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,117.44201517670263,117.44201517670263,117.44201517670263,117.44201517670263,l,0,3.054721505528505,120.51733330999014,120.51733330999014,120.51733330999014,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
4,stimuli/4.png,l,0,0,0,0,10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,121.53409837659092,121.53409837659092,121.53409837659092,121.53409837659092,l,1,0.8267286739974224,122.38418928043939,122.38418928043939,122.38418928043939,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
2,stimuli/2.png,s,0,0,0,0,11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,123.39262735519151,123.39262735519151,123.39262735519151,123.39262735519151,s,1,0.735257335651113,124.14270591314198,124.14270591314198,124.14270591314198,125.1594703760311,125.1594703760311,125.1594703760311,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
4,stimuli/4.png,l,0,0,0,0,12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,125.1594703760311,125.1594703760311,125.1594703760311,125.1594703760311,l,1,1.8405210654836992,127.01800690102573,127.01800690102573,127.01800690102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,001,2023-03-01_12h13.05.836,eb_01,2022.2.4,120.00438310615382,
