index,stimulus,correct_answer,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,display_row.thisRepN,display_row.thisTrialN,display_row.thisN,display_row.thisIndex,pair_questions.thisRepN,pair_questions.thisTrialN,pair_questions.thisN,pair_questions.thisIndex,welcome_text.started,instructions_0_keypress.started,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_1_keypress.started,instructions_1_text.started,instructions_1_keypress.keys,instructions_1_keypress.rt,instructions_2_keypress.started,instructions_2_text.started,instructions_2_keypress.keys,instructions_2_keypress.rt,text_countdown.started,image.started,size_question.started,size_resp.started,keypress_options.started,size_resp.keys,size_resp.corr,size_resp.rt,fb_image.started,fb.started,fb_size_question.started,fb_image.stopped,fb.stopped,fb_size_question.stopped,block_break_text.started,block_break_keypress.started,block_break_keypress.keys,block_break_keypress.rt,seq_reveal.started,seq_reveal_adv.started,seq_reveal_adv.keys,seq_reveal_adv.rt,instruction_2afc_text.started,instruction_2afc_keypress.started,instruction_2afc_keypress.keys,instruction_2afc_keypress.rt,dist_2afc_test.started,dist_2afc_resp.started,text.started,stim_00.started,stim_01.started,stim_10.started,stim_11.started,dist_2afc_resp.keys,dist_2afc_resp.rt,graph.started,debrief_text.started,debriefing_title.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,15.287977337138727,15.287977337138727,return,2.57626368405181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,,,,,,,,,,,,,,,,,,,,,17.879546078824205,17.879546078824205,return,7.0798469386354554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,,,,,,,,,,,,,,,,,,,,,,,,,24.971803942753468,24.971803942753468,space,17.122923871007515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
3,stimuli/3.png,l,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,42.11492524697678,47.131998152675806,47.131998152675806,47.131998152675806,47.131998152675806,l,1,1.7148340043786447,48.865511891344795,48.865511891344795,48.865511891344795,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
2,stimuli/2.png,s,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,49.873949790373445,49.873949790373445,49.873949790373445,49.873949790373445,s,1,1.6609375810076017,51.54907196393469,51.54907196393469,51.54907196393469,52.56578687619185,52.56578687619185,52.56578687619185,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
4,stimuli/4.png,l,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,52.56578687619185,52.56578687619185,52.56578687619185,52.56578687619185,l,1,1.0721573243499734,53.657571138377534,53.657571138377534,53.657571138377534,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
2,stimuli/2.png,s,0,0,0,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,54.665996359690325,54.665996359690325,54.665996359690325,54.665996359690325,s,1,0.8439881317317486,55.524403922841884,55.524403922841884,55.524403922841884,56.54114841634873,56.54114841634873,56.54114841634873,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
4,stimuli/4.png,l,0,0,0,0,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,56.54114841634873,56.54114841634873,56.54114841634873,56.54114841634873,l,1,0.6808662841503974,57.241214521374786,57.241214521374786,57.241214521374786,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
2,stimuli/2.png,s,0,0,0,0,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,58.249636724212905,58.249636724212905,58.249636724212905,58.249636724212905,s,1,0.6844175427395385,58.94970826251665,58.94970826251665,58.94970826251665,59.97479768542689,59.97479768542689,59.97479768542689,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
1,stimuli/1.png,s,0,0,0,0,6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,59.97479768542689,59.97479768542689,59.97479768542689,59.97479768542689,s,1,1.3753095379797742,61.383238301059464,61.383238301059464,61.383238301059464,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
4,stimuli/4.png,l,0,0,0,0,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,62.39165386321838,62.39165386321838,62.39165386321838,62.39165386321838,l,1,1.118491513945628,63.5334340504196,63.5334340504196,63.5334340504196,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
3,stimuli/3.png,l,0,0,0,0,8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,64.5418405570963,64.5418405570963,64.5418405570963,64.5418405570963,l,1,0.624380294495495,65.17519371188246,65.17519371188246,65.17519371188246,66.1836457978061,66.1836457978061,66.1836457978061,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
2,stimuli/2.png,s,0,0,0,0,9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,66.1836457978061,66.1836457978061,66.1836457978061,66.1836457978061,s,1,0.7496595807024278,66.94205698312726,66.94205698312726,66.94205698312726,67.9671276913723,67.9671276913723,67.9671276913723,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
1,stimuli/1.png,s,0,0,0,0,10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,67.9671276913723,67.9671276913723,67.9671276913723,67.9671276913723,l,0,0.7341801381553523,68.73384275456192,68.73384275456192,68.73384275456192,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
4,stimuli/4.png,l,0,0,0,0,11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,69.74229514235049,69.74229514235049,69.74229514235049,69.74229514235049,l,1,0.942998971149791,70.70902982575353,70.70902982575353,70.70902982575353,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,001,2010-10-16_10h05.20.525,eb_01,2022.2.4,119.97211560041166,
